step time energy_relative modified_relative
3840 4 3.1220700358049728e-05 -1.0747263875543438e-14
3888 4.0499999999999998 2.942876755141125e-05 1.0527931959716021e-14
3936 4.0999999999999996 3.0083509632309413e-05 8.9926085489241013e-15
3984 4.1500000000000004 2.898411082630683e-05 -4.5182374660447923e-14
4032 4.2000000000000002 3.0872067273565061e-05 -7.2379532223047646e-15
4080 4.25 3.0694231329208035e-05 -4.0576404428072164e-14
4128 4.2999999999999998 2.9852155311680812e-05 -2.039786817194979e-14
4176 4.3499999999999996 2.9349508856351763e-05 -5.7684293862610707e-14
4224 4.4000000000000004 3.2199559173460344e-05 -3.2899787374112568e-15
4272 4.4500000000000002 2.9199167603171097e-05 2.3249183077706214e-14
4320 4.5 3.0165135151013177e-05 -5.7684293862610707e-14
4368 4.5499999999999998 2.9799373664076542e-05 6.7334898159017058e-14
4416 4.5999999999999996 2.9161314997143567e-05 -1.5791897939574031e-14
4464 4.6500000000000004 3.0246836304134798e-05 5.0446340640305934e-15
4512 4.7000000000000002 3.1011519391310409e-05 8.9926085489241013e-15
4560 4.75 3.0620492760066219e-05 6.141293643167679e-15
4608 4.7999999999999998 3.034264683287252e-05 2.3468514993533631e-14
4656 4.8499999999999996 2.9707705803527438e-05 2.2371855414396545e-14
4704 4.9000000000000004 3.0658803820024841e-05 3.2461123542457735e-14
4752 4.9500000000000002 2.9565667235220558e-05 -2.2152523498569128e-14
4800 5 2.9205920475348401e-05 1.8204549013675622e-14
4848 5.0499999999999998 3.0331878728736333e-05 2.9390476720873892e-14
4896 5.0999999999999996 3.0279483218917851e-05 -4.7156361902894678e-14
4944 5.1500000000000004 3.0458511297598304e-05 1.2501919202162776e-14
4992 5.2000000000000002 3.0641295418887412e-05 2.1933191582741712e-15
5040 5.25 3.1236092515896091e-05 2.4126510741015881e-15
5088 5.2999999999999998 2.9001512841375817e-05 1.0527931959716021e-14
5136 5.3499999999999996 2.9756085139356453e-05 -1.7546553266193368e-15
5184 5.4000000000000004 3.0138598786776647e-05 -2.6319829899290054e-14
5232 5.4500000000000002 2.9968442811523253e-05 2.4126510741015883e-14
5280 5.5 2.9906485362116009e-05 3.2899787374112568e-14
5328 5.5499999999999998 3.0347574712171119e-05 2.1055863919432043e-14
5376 5.5999999999999996 3.0088849541087797e-05 1.1405259623025691e-14
5424 5.6500000000000004 3.1658960771415125e-05 3.2241791626630318e-14
5472 5.7000000000000002 2.9391346977934232e-05 -1.1624591538853107e-14
5520 5.75 2.9803366805802192e-05 3.3777115037422234e-14
5568 5.7999999999999998 3.0861830736338106e-05 1.3159914949645027e-14
5616 5.8499999999999996 2.8739037301581177e-05 -7.0624876896428311e-14
5664 5.9000000000000004 3.0148084917578686e-05 -2.9609808636701308e-14
5712 5.9500000000000002 3.1432430371362984e-05 1.6888557518711117e-14
5760 6 2.9041405289711519e-05 5.0446340640305934e-15
