step,time,maximum,minimum,heat,supplied,removed,balance,error
22000,219.99999999994489,30.617740094352897,5.8270479588352826,442.411179174258,723.2290213977418,280.81784222340798,-7.3819839130351284e-11,19.617740094355653
22500,224.99999999994034,30.935617452141582,5.9086609973762707,447.99867552170446,739.66604461132647,291.66736908954567,-7.8780759693586333e-11,19.685617452144562
23000,229.9999999999358,31.244309956305955,5.9888332947368728,453.4535822467123,756.10306782491239,302.64948557811999,-8.2014728342016952e-11,19.744309956309166
23500,234.99999999993125,31.544110841714769,6.0675912935296354,458.7790456672455,772.54009103849876,313.76104537116652,-8.5315532416530004e-11,19.794110841718208
24000,239.9999999999267,31.835302424836044,6.1449604965436491,463.9781374383677,788.97711425208479,324.99897681362711,-8.9329987851272108e-11,19.835302424839711
24500,244.99999999992215,32.118156605339635,6.2209655311250502,469.05385632443063,805.41413746567036,336.3602811411476,-9.2308827248643865e-11,19.868156605343529
25000,249.99999999991761,32.392935338581061,6.2956302094388565,474.00912992910736,821.85116067925549,347.84203075005468,-9.4998786615008157e-11,19.892935338585183
25500,254.99999999991306,32.65989108105245,6.3689775847640986,478.84681638425877,838.28818389284629,359.44136750848622,-9.9155794686112131e-11,19.909891081056799
26000,259.99999999990854,32.919267210706174,6.4410300039829522,483.56970599866258,854.72520710642357,371.15550110766344,-1.0019385321413665e-10,19.91926721071075
26500,264.99999999990399,33.17129842390235,6.5118091564308509,488.18052286757114,871.16223032001051,382.98170745233824,-1.0374123782241895e-10,19.921298423907153
27000,269.99999999989944,33.416211110590083,6.5813361192779531,492.68192644402154,887.59925353359836,394.91732708947097,-1.0378253811893501e-10,19.916211110595111
27500,274.9999999998949,33.654223709197225,6.6496313996143881,497.07651307285499,904.03627674718632,406.95976367422111,-1.0757283952500529e-10,19.90422370920248
28000,279.99999999989035,33.885547042588804,6.7167149734117118,501.36681748830279,920.47329996076985,419.10648247235827,-1.0949086082234771e-10,19.885547042594286
28500,284.9999999998858,34.110384636343277,6.7826063215314862,505.5553142760221,936.91032317435736,431.35500889822532,-1.1008705058657142e-10,19.860384636348986
29000,289.99999999988125,34.32893302049829,6.8473244629495902,509.64441930042739,953.34734638794305,443.70292708740402,-1.1230061325306906e-10,19.82893302050423
29500,294.99999999987671,34.541382015829008,6.9108879853608984,513.63649109815663,969.78436960152715,456.14787850325911,-1.1322343063113749e-10,19.791382015835175
30000,299.99999999987216,34.747915005638212,6.9733150733248159,517.53383223844605,986.2213928151142,468.6875605765523,-1.1420575596332583e-10,19.747915005644607
30500,304.99999999986761,34.948709193965854,7.034623534107153,521.33869065124111,1002.6584160287033,481.31972537734561,-1.1449197145907419e-10,19.698709193972476
31000,309.99999999986306,35.1439358510546,7.0948308213680864,525.05326092375356,1019.0954392422849,494.0421783184168,-1.1525802534606555e-10,19.64393585106145
31500,314.99999999985852,35.333760546849021,7.1539540568401616,528.67968556630535,1035.5324624558723,506.8527768894491,-1.1552803158565439e-10,19.583760546856098
32000,319.99999999985397,35.518343373246367,7.2120100501343876,532.22005624808287,1051.9694856694562,519.74942942125858,-1.1597989235667683e-10,19.518343373253671
32500,324.99999999984942,35.697839155767511,7.2690153168055733,535.67641500358218,1068.4065088830414,532.73009387934678,-1.1448397785329689e-10,19.447839155775039
33000,329.99999999984487,35.872397655267278,7.3249860948025942,539.05075541043266,1084.8435320966225,545.79277668608006,-1.1459255766510523e-10,19.372397655275034
33500,334.99999999984033,36.042163760260593,7.3799383594217485,542.34502373927262,1101.280555310215,558.93553157082454,-1.1261525045824783e-10,19.292163760268576
34000,339.99999999983578,36.207277670400643,7.433887836876389,545.56112007632123,1117.7175785237946,572.15645844736355,-1.1196643612265689e-10,19.207277670408853
34500,344.99999999983123,36.367875071608147,7.4868500165882388,548.70089941931838,1134.1546017373817,585.45370231795278,-1.0950040874035949e-10,19.117875071616584
35000,349.99999999982668,36.524087303317664,7.5388401623013435,551.76617274746968,1150.5916249509628,598.82545220338693,-1.0910539138819786e-10,19.024087303326329
35500,354.99999999982214,36.676041518274701,7.5898733221120835,554.75870806599312,1167.028648164551,612.26994009844839,-1.070992183827002e-10,18.926041518283593
36000,359.99999999981759,36.823860835289523,7.6399643375040753,557.68023142587754,1183.4656713781351,625.78543995215159,-1.0450107446047241e-10,18.823860835298643
36500,364.99999999981304,36.967664485326495,7.6891278514709365,560.53242791943444,1199.9026945917183,639.37026667218038,-1.0395861949064056e-10,18.717664485335842
37000,369.99999999980849,37.107567951283258,7.7373783158036638,563.31694265225269,1216.3397178053019,653.02277515294793,-1.0003042838491183e-10,18.607567951292832
37500,374.99999999980395,37.243683101792215,7.7847299976160533,566.0353816920591,1232.7767410188849,666.74135932672846,-1.0049694409985932e-10,18.493683101802016
38000,379.9999999997994,37.376118319354326,7.8311969851749472,568.6893129950754,1249.213764232474,680.52445123729626,-9.6225916124126343e-11,18.376118319364355
38500,384.99999999979485,37.504978623097202,7.8767931930982771,571.28026731040541,1265.6507874460572,694.37052013555501,-9.758904795376111e-11,18.254978623107458
39000,389.9999999997903,37.630365786430758,7.92153236697912,573.80973906292604,1282.0878106596479,708.27807159662018,-9.3081542473782974e-11,18.130365786441242
39500,394.99999999978576,37.752378449857382,7.9654280874910324,576.27918721527067,1298.5248338732274,722.24564665785863,-9.4809049500099718e-11,18.002378449868097
40000,399.99999999978121,37.871112229177442,8.0084937740233197,578.69003610933737,1314.9618570868151,736.27182097738046,-9.3790752941913524e-11,17.871112229188384
