step,time,maximum,minimum,heat,supplied,removed,balance,error
18500,184.99999999997672,16.466687374867679,9.3287303975875435,399.30536574402595,608.16985890264527,208.86449315876607,1.4686030169741571e-10,7.2166873748688438
19000,189.99999999997218,16.710298161977477,9.5014658675165933,405.91575072392959,624.60688211623051,218.69113139245766,1.5790146967731289e-10,7.2102981619788693
19500,194.99999999996763,16.948121841089005,9.6701068702846431,412.36927304845636,641.0439053298137,228.67463228152445,1.6645373968060539e-10,7.1981218410906234
20000,199.99999999996308,17.180297161705411,9.8347495496094677,418.66965508092159,657.48092854340086,238.81127346265373,1.760767087688464e-10,7.1802971617072568
20500,204.99999999995853,17.406959259571831,9.9954879976391702,424.82053083759649,673.91795175698508,249.0974209195729,1.8480439401002968e-10,7.1569592595739042
21000,209.99999999995399,17.628239814859192,10.152414251705006,430.82544808869613,690.35497497056986,259.52952688206659,1.9214008162293794e-10,7.1282398148614927
21500,214.99999999994944,17.844267190291543,10.305618302868204,436.68787040826055,706.79199818415736,270.10412777609514,2.0012791424051102e-10,7.0942671902940706
22000,219.99999999994489,18.055166553355054,10.455188113341068,442.41117917448543,723.2290213977418,280.81784222346255,2.0599522088105005e-10,7.0551665533578092
22500,224.99999999994034,18.261059985807815,10.601209640525514,447.99867552193308,739.66604461132647,291.66736908960615,2.1115287296424867e-10,7.0110599858107978
23000,229.9999999999358,18.462066582996158,10.743766865926396,453.45358224694291,756.10306782491239,302.64948557818667,2.1613955070165503e-10,6.962066582999368
23500,234.99999999993125,18.658302544928812,10.882941827595319,458.77904566748145,772.54009103849876,313.76104537123933,2.2091906082266632e-10,6.9083025449322513
24000,239.9999999999267,18.849881260630031,11.018814655069367,463.97813743860382,788.97711425208479,324.99897681370618,2.2518009679117768e-10,6.8498812606336976
24500,244.99999999992215,19.036913386958606,11.151463606008349,469.05385632466607,805.41413746567036,336.36028114123309,2.2861312842792358e-10,6.7869133869624996
25000,249.99999999991761,19.219506922820546,11.280965103919277,474.00912992933871,821.85116067925549,347.84203075014671,2.3088531087012143e-10,6.7195069228246673
25500,254.99999999991306,19.397767279501789,11.407393776500149,478.84681638448859,838.28818389284629,359.44136750858451,2.3273560856296172e-10,6.6477672795061373
26000,259.99999999990854,19.571797347691259,11.53082249424601,483.56970599889314,854.72520710642357,371.15550110776775,2.3200152909907956e-10,6.5717973476958331
26500,264.99999999990399,19.741697561643036,11.651322409046022,488.18052286779664,871.16223032001051,382.98170745244903,2.3164514750817489e-10,6.4916975616478378
27000,269.99999999989944,19.907565960832589,11.768962992566596,492.68192644424033,887.59925353359836,394.91732708958796,2.2985768843852838e-10,6.4075659608376156
27500,274.9999999998949,20.069498249388602,11.883812074266908,497.07651307306844,904.03627674718632,406.95976367434412,2.2610890937357908e-10,6.3194982493938561
28000,279.99999999989035,20.227587853525328,11.995935878932515,501.36681748850697,920.47329996076985,419.10648247248747,2.2416024592075701e-10,6.2275878535308102
28500,284.9999999998858,20.381925977155944,12.105399063643471,505.55531427621423,936.91032317435736,431.35500889836055,2.1959634111112791e-10,6.1319259771616537
29000,289.99999999988125,20.532601655833307,12.21226475411674,509.64441930061116,953.34734638794305,443.70292708754511,2.1254131787884489e-10,6.0326016558392457
29500,294.99999999987671,20.67970180913775,12.316594580380817,513.63649109833148,969.78436960152715,456.14787850340508,2.0759793883939892e-10,5.929701809143916
30000,299.99999999987216,20.823311291610299,12.418448711754232,517.53383223861238,986.2213928151142,468.68756057670385,2.0129675704083638e-10,5.823311291616692
30500,304.99999999986761,20.963512942313784,12.517885891110526,521.33869065139186,1002.6584160287033,481.31972537750198,1.9455193012163363e-10,5.7135129423204045
31000,309.99999999986306,21.10038763309149,12.614963468420163,525.0532609238943,1019.0954392422849,494.04217831857738,1.857900500112919e-10,5.6003876330983378
31500,314.99999999985852,21.234014315582652,12.709737433566085,528.67968556643575,1035.5324624558723,506.85277688961429,1.7820722675310208e-10,5.484014315589727
32000,319.99999999985397,21.364470067046696,12.802262448434517,532.22005624819928,1051.9694856694562,519.7494294214282,1.6933476842950768e-10,5.3644700670539986
32500,324.99999999984942,21.491830135041578,12.892591878285863,535.67641500368336,1068.4065088830414,532.73009387951981,1.6224310783741203e-10,5.2418301350491063
33000,329.99999999984487,21.616167980996469,12.980777822413389,539.05075541052202,1084.8435320966225,545.79277668625627,1.5238388328953079e-10,5.1161679810042244
33500,334.99999999984033,21.737555322715565,13.066871144099316,542.34502373934856,1101.280555310215,558.93553157100405,1.4284129434827264e-10,4.9875553227235478
34000,339.99999999983578,21.856062175846297,13.150921499879352,545.5611200763841,1117.7175785237946,572.15645844754602,1.3203793614025017e-10,4.8560621758545075
34500,344.99999999983123,21.97175689434232,13.232977368127603,548.70089941936487,1134.1546017373817,585.45370231813786,1.220081813357865e-10,4.721756894350758
35000,349.99999999982668,22.084706209950227,13.313086076974786,551.76617274750413,1150.5916249509628,598.82545220357338,1.1075851347186472e-10,4.5847062099588918
35500,354.99999999982214,22.194975270746934,13.391293831572755,554.75870806601404,1167.028648164551,612.26994009863665,1.0057332744395353e-10,4.4449752707558261
36000,359.99999999981759,22.30262767875249,13.467645740719007,557.68023142588254,1183.4656713781351,625.78543995234133,9.1627150311524019e-11,4.5323542592718731
36500,364.99999999981304,22.407725526643436,13.542185842854762,560.53242791942625,1199.9026945917183,639.3702666723708,8.1358031422951171e-11,4.7078141571358909
37000,369.99999999980849,22.510329433588293,13.614957131450064,563.31694265222973,1216.3397178053019,653.02277515313904,6.815881192778761e-11,4.8850428685403617
37500,374.99999999980395,22.610498580229063,13.686001579789789,566.03538169202261,1232.7767410188849,666.74135932691934,5.539080305538846e-11,5.0639984202004094
38000,379.9999999997994,22.708290742828957,13.755360165174153,568.68931299502503,1249.213764232474,680.5244512374876,4.2813752543224837e-11,5.2446398348158176
38500,384.99999999979485,22.80376232660667,13.823072892546364,571.28026731033981,1265.6507874460572,694.37052013574498,3.0642599568864171e-11,5.4269271074433796
39000,389.9999999997903,22.896968398278137,13.889178817561492,573.80973906284771,1282.0878106596479,708.27807159680901,1.3646861418692424e-11,5.6108211824280243
39500,394.99999999978576,22.987962717824207,13.953716069108941,576.27918721518154,1298.5248338732274,722.24564665804598,2.2470914018413168e-12,5.7962839308803442
40000,399.99999999978121,23.076797769503255,14.016721871301272,578.69003610923187,1314.9618570868151,736.27182097756565,-1.4979573137452462e-11,5.9832781286877861
