step,time,maximum,minimum,heat,supplied,removed,balance,error
22000,219.99999999994489,24.025246520255596,18.855415056126642,674.80790938209157,723.2290213977418,48.421112015583297,-6.5769611978794273e-11,13.025246520258351
22500,224.99999999994034,24.48635254765864,19.281436266021771,688.93861728677098,739.66604461132647,50.727427324470291,-8.5345064348985034e-11,13.236352547661623
23000,229.9999999999358,24.94577825964744,19.705908678660858,703.01789089446982,756.10306782491239,53.085176930335912,-1.0515621706730371e-10,13.44577825965065
23500,234.99999999993125,25.403530181120136,20.1288375235251,717.04591721943962,772.54009103849876,55.494173818935081,-1.2461598419832853e-10,13.653530181123575
24000,239.9999999999267,25.85961472565268,20.550228098518911,731.02288263905746,788.97711425208479,57.95423161288025,-1.4398360281830946e-10,13.859614725656346
24500,244.99999999992215,26.314038214672021,20.970085750977322,744.94897288678419,805.41413746567036,60.465164578724895,-1.6339185560099168e-10,14.064038214675914
25000,249.99999999991761,26.766806892537172,21.388415862759388,758.82437304706787,821.85116067925549,63.026787632005949,-1.8312118488239548e-10,14.266806892541293
25500,254.99999999991306,27.217926938405327,21.805223838552052,772.64926755195586,838.28818389284629,65.638916340685199,-2.031614876329968e-10,14.467926938409676
26000,259.99999999990854,27.667404475571548,22.22051509669636,786.42384017887048,854.72520710642357,68.301366927333973,-2.2288226819711099e-10,14.667404475576122
26500,264.99999999990399,28.115245578824009,22.63429506199526,800.14827404943935,871.16223032001051,71.013956270333196,-2.4271429310829262e-10,14.86524557882881
27000,269.99999999989944,28.561456280239373,23.046569160078342,813.82275162903488,887.59925353359836,73.776501904300744,-2.619452432739422e-10,15.0614562802444
27500,274.9999999998949,29.006042573753163,23.457342812989801,827.44745472698992,904.03627674718632,76.588822019914431,-2.8178126498801248e-10,15.256042573758418
28000,279.99999999989035,29.44901041876718,23.866621435737343,841.02256449720869,920.47329996076985,79.450735463261353,-3.0196201095122888e-10,15.449010418772662
28500,284.9999999998858,29.890365743000395,24.274410433596142,854.54826143921889,936.91032317435736,82.362061734817402,-3.2173086417230934e-10,15.640365743006104
29000,289.99999999988125,30.330114444745497,24.680715200005832,868.02472539946109,953.34734638794305,85.32262098813797,-3.4159142181522384e-10,15.830114444751436
29500,294.99999999987671,30.768262394658286,25.085541114933456,881.45213557284501,969.78436960152715,88.332234028323569,-3.6154546023681178e-10,16.018262394664454
30000,299.99999999987216,31.204815437180006,25.488893543602444,894.83067050442287,986.2213928151142,91.390722310309897,-3.8145731018346396e-10,16.204815437186397
30500,304.99999999986761,31.639779391671254,25.890777835509219,908.1605080912783,1002.6584160287033,94.497907937023314,-4.0133496526095769e-10,16.389779391677877
31000,309.99999999986306,32.073160053319327,26.291199323665555,921.44182558443174,1019.0954392422849,97.653613657430242,-4.2070746886224697e-10,16.573160053326177
31500,314.99999999985852,32.504963193867553,26.6901633240183,934.67479959092805,1035.5324624558723,100.85766286450722,-4.3521986015093717e-10,16.75496319387463
32000,319.99999999985397,32.93519456220244,27.087675135008524,947.85960607585957,1051.9694856694562,104.10987959314879,-4.473623693712625e-10,16.935194562209745
32500,324.99999999984942,33.363859884835271,27.483740037240079,960.99642036455873,1068.4065088830414,107.41008851802934,-4.5371506551816765e-10,17.1138598848428
33000,329.99999999984487,33.790964866292839,27.878363293233921,974.08541714474177,1084.8435320966225,110.75811495142983,-4.5592041253428306e-10,17.290964866300595
33500,334.99999999984033,34.216515189442092,28.271550147250039,987.12677046871522,1101.280555310215,114.15378484103952,-4.5595793807251539e-10,17.466515189450075
34000,339.99999999983578,34.640516515760908,28.663305825162212,1000.120653755602,1117.7175785237946,117.59692476773901,-4.5378700797016336e-10,17.640516515769118
34500,344.99999999983123,35.062974485566912,29.053635534374294,1013.0672397935587,1134.1546017373817,121.08736194337123,-4.499818295755631e-10,17.812974485575349
35000,349.99999999982668,35.483894718212738,29.442544463769138,1025.9667007420185,1150.5916249509628,124.62492420850424,-4.4316905700725329e-10,17.983894718221404
35500,354.99999999982214,35.90328281225564,29.830037783683167,1038.8192081339266,1167.028648164551,128.2094400301886,-4.3316017439565258e-10,18.153282812264532
36000,359.99999999981759,36.321144345606228,30.216120645900673,1051.624932878,1183.4656713781351,131.84073849971455,-4.1974068665240338e-10,18.321144345615348
36500,364.99999999981304,36.737484875660996,30.600798183664111,1064.3840452609466,1199.9026945917183,135.51864933036813,-4.026843303250871e-10,18.487484875670344
37000,369.99999999980849,37.15230993942216,30.984075511696275,1077.0967149497276,1216.3397178053019,139.24300285518953,-3.8432101945318209e-10,18.652309939431735
37500,374.99999999980395,37.565625053607576,31.365957726232519,1089.7631109937911,1232.7767410188849,143.01363002473545,-3.6373637435360706e-10,18.815625053617378
38000,379.9999999997994,37.977435714752119,31.746449905060462,1102.3834018272889,1249.213764232474,146.83036240484512,-3.3847546987431087e-10,18.977435714762148
38500,384.99999999979485,38.387747399303301,32.125557107564546,1114.9577552713345,1265.6507874460572,150.6930321744116,-3.0898461567119284e-10,19.137747399313557
39000,389.9999999997903,38.796565563711454,32.503284374775284,1127.486338536203,1282.0878106596479,154.60147212315883,-2.7908964028711125e-10,19.296565563721938
39500,394.99999999978576,39.20389564451613,32.879636729424647,1139.9693182235474,1298.5248338732274,158.55551564942542,-2.4937252263157461e-10,19.453895644526845
40000,399.99999999978121,39.609743058429132,33.254619176000837,1152.4068603286375,1314.9618570868151,162.5549967579538,-2.1945734118844484e-10,19.609743058440074
