step time energy_relative modified_relative
4848 5.0499999999999998 3.0649842604238929e-05 -2.5881157356801219e-14
4896 5.0999999999999996 3.0817025572320493e-05 -3.0048462354930232e-14
4944 5.1500000000000004 2.9441176497514833e-05 1.7546547360543199e-14
4992 5.2000000000000002 3.0007868114495009e-05 5.4832960501697499e-15
5040 5.25 3.0837627282615069e-05 4.5401691295405531e-14
5088 5.2999999999999998 2.8125059467624668e-05 -1.7546547360543199e-14
5136 5.3499999999999996 2.9835929171201259e-05 4.8253005241493804e-15
5184 5.4000000000000004 3.0826856129881194e-05 -2.8732471302889491e-14
5232 5.4500000000000002 2.9059812056383692e-05 -1.666921999251604e-14
5280 5.5 3.040458451463526e-05 -3.2680444459011707e-14
5328 5.5499999999999998 3.0409020224781725e-05 -3.3119108143025289e-14
5376 5.5999999999999996 3.1044864708230722e-05 4.3647036559351208e-14
5424 5.6500000000000004 2.8417154172047781e-05 -4.4963027611391949e-14
5472 5.7000000000000002 3.0299810535723556e-05 1.0966592100339499e-15
5520 5.75 3.0389040250950373e-05 -3.1364453406970973e-14
5568 5.7999999999999998 2.868653492223632e-05 3.9918395245235778e-14
5616 5.8499999999999996 3.1527838474664671e-05 2.368783893673332e-14
5664 5.9000000000000004 2.9682683707090931e-05 3.5970422089113562e-14
5712 5.9500000000000002 2.8960578179591912e-05 1.5572560782482091e-14
5760 6 3.0031229072440339e-05 2.8732471302889491e-14
