step,time,maximum,energy,modified,signal,error
396,0.98999999999998989,0.63928508467225575,1.2015669236916293,1.2014746475326035,-1.4629149132355872e-08,0.79579265789154285
408,1.0199999999999894,0.63196086973918575,1.201566923122104,1.2014746475325913,-5.9506042202618973e-08,0.7618148953201791
420,1.0499999999999887,0.61575685495201093,1.2015669226330066,1.2014746475326001,-2.2677831300936622e-07,0.72613213811142097
432,1.0799999999999881,0.60758906759282982,1.2015669222109977,1.2014746475325884,-8.1130253511760878e-07,0.6929444685026902
444,1.1099999999999874,0.5955811928777075,1.2015669218453009,1.2014746475325921,-2.7292884740271315e-06,0.66494870484382984
456,1.1399999999999868,0.58414486827635614,1.2015669215270584,1.2014746475325981,-8.6467583419207074e-06,0.63361820587637252
468,1.1699999999999862,0.57582098280468308,1.2015669212490616,1.2014746475325921,-2.5831998801805962e-05,0.61312952784999053
480,1.1999999999999855,0.56160219759338903,1.2015669210053139,1.2014746475325937,-7.2851946527975598e-05,0.58630535324771316
492,1.2299999999999849,0.55650686628334667,1.2015669207908686,1.2014746475326092,-0.00019413129429049427,0.57137195986715494
504,1.2599999999999842,0.54398900392745864,1.2015669206015498,1.2014746475325868,-0.00048913468948893416,0.55244654675240334
516,1.2899999999999836,0.53766451300530427,1.2015669204339339,1.2014746475325808,-0.0011658942017758718,0.54016837306877408
528,1.319999999999983,0.52846829141436025,1.2015669202850603,1.2014746475325835,-0.0026297468543774747,0.52885376827799202
540,1.3499999999999823,0.51931419469672391,1.2015669201524837,1.2014746475325848,-0.0056133045804246991,0.51979602963014826
552,1.3799999999999817,0.51306154294152728,1.2015669200341035,1.2014746475325921,-0.011336700641007974,0.51575782047370311
564,1.409999999999981,0.50147087199964269,1.2015669199281023,1.2014746475325835,-0.021652231678446262,0.51031182545769105
576,1.4399999999999804,0.4978222277230846,1.2015669198329828,1.2014746475325839,-0.0390748792565348,0.51316435346858924
588,1.4699999999999798,0.48785286877791012,1.2015669197474173,1.2014746475325773,-0.066544721047914368,0.51155178817433367
600,1.4999999999999791,0.48279522931240892,1.2015669196702694,1.2014746475325868,-0.10674567582068381,0.52085546305676078
612,1.5299999999999785,0.47552978575778138,1.2015669196005836,1.2014746475325906,-0.16087308767528843,0.52584092685264949
624,1.5599999999999778,0.46801761543985942,1.2015669195374796,1.2014746475325999,-0.22695175437241716,0.53839592421942895
636,1.5899999999999772,0.4631680289985215,1.2015669194802487,1.2014746475325981,-0.29815662716985925,0.54961232068362786
