step,time,maximum,energy,modified,signal,error
216,0.53999999999999948,0.99867247800876746,1.2015669859149498,1.2014746475325977,-1.7459502657859164e-28,1.4458750030589993
228,0.56999999999999884,0.97637719104038811,1.2015669711565924,1.2014746475325992,-2.4887439829273174e-27,1.4010271438618642
240,0.5999999999999982,0.95514401976724927,1.2015669602690409,1.201474647532599,-3.1294582947703107e-26,1.3562368367418729
252,0.62999999999999756,0.93489085934697702,1.2015669521311527,1.201474647532599,-3.509972470238269e-25,1.3115384580180462
264,0.65999999999999692,0.91554429482338862,1.2015669459491902,1.2014746475325926,-3.5448132327841906e-24,1.2669756360204145
276,0.68999999999999628,0.89703844046179204,1.2015669411747354,1.2014746475325935,-3.2499858414807878e-23,1.2225999306657367
288,0.71999999999999564,0.87931396559112329,1.2015669374296687,1.2014746475325913,-2.7242462886303778e-22,1.1784696633806926
300,0.749999999999995,0.86231727142671566,1.2015669344512017,1.2014746475325968,-2.1007815277867287e-21,1.1346488670584651
312,0.77999999999999436,0.84599979160386896,1.2015669320536029,1.2014746475325961,-1.4984960138852777e-20,1.0912063341342977
324,0.80999999999999373,0.83031739490599554,1.201566930103185,1.2014746475325959,-9.935036120855816e-20,1.0482147461622602
336,0.83999999999999309,0.81522987294486216,1.2015669285019381,1.2014746475325848,-6.1488062297787228e-19,1.0057498719867852
348,0.86999999999999245,0.80070049884015249,1.201566927176428,1.2014746475325977,-3.5660765769771956e-18,0.96388982437656634
360,0.89999999999999181,0.78669564552771221,1.2015669260709874,1.2014746475325886,-1.9447777653360119e-17,0.92271436713469535
372,0.92999999999999117,0.77318445437607464,1.2015669251427643,1.201474647532595,-1.0004196976324889e-16,0.88230426638891513
384,0.95999999999999053,0.76013854643172052,1.2015669243584284,1.2014746475325937,-4.8680186569895305e-16,0.84274068110935696
396,0.98999999999998989,0.74753176993497039,1.2015669236918334,1.2014746475325986,-2.2464248006438326e-15,0.80410458897491099
408,1.0199999999999894,0.73533997881841606,1.2015669231222532,1.2014746475325884,-9.8540209791769851e-15,0.76647624457067298
420,1.0499999999999887,0.72354083777065792,1.201566922633124,1.2014746475325822,-4.1175699364631035e-14,0.73028550748662557
432,1.0799999999999881,0.71211365016016459,1.2015669222110932,1.2014746475325901,-1.6421757141174732e-13,0.69548933474752317
444,1.1099999999999874,0.70103920569896772,1.2015669218453688,1.2014746475325939,-6.2621599617399406e-13,0.66195689737081809
456,1.1399999999999868,0.69029964520838649,1.2015669215271116,1.2014746475325977,-2.286998833493688e-12,0.62976024460354241
468,1.1699999999999862,0.67987834024869309,1.2015669212491054,1.2014746475325899,-8.0112278182399637e-12,0.59896816574529377
480,1.1999999999999855,0.67007495649450721,1.201566921005335,1.2014746475325784,-2.6954154737232125e-11,0.56964583123005219
492,1.2299999999999849,0.66094320502267523,1.2015669207908766,1.2014746475325879,-8.7216900422003913e-11,0.54185445654361997
504,1.2599999999999842,0.65206674369821327,1.2015669206015789,1.2014746475325875,-2.7172859949562597e-10,0.51565098913529406
516,1.2899999999999836,0.64343373635394419,1.2015669204339445,1.2014746475325824,-8.1602126800641595e-10,0.49108781852947586
528,1.319999999999983,0.63503308741435049,1.2015669202850785,1.2014746475325868,-2.3644706206821519e-09,0.46821250987117075
540,1.3499999999999823,0.62685438362542012,1.2015669201525043,1.201474647532587,-6.6165786058863366e-09,0.46298032781451498
552,1.3799999999999817,0.6188878413031853,1.2015669200341177,1.2014746475325888,-1.7896543319233977e-08,0.46974723127352036
564,1.409999999999981,0.61112425849091057,1.2015669199281169,1.2014746475325866,-4.6825261418666407e-08,0.47503576101038664
576,1.4399999999999804,0.60355497149179704,1.2015669198329986,1.2014746475326026,-1.1859813465816953e-07,0.47880641002888014
588,1.4699999999999798,0.59617181531012575,1.2015669197474246,1.2014746475325937,-2.9096902970507016e-07,0.48102622397576478
600,1.4999999999999791,0.58896708759064342,1.2015669196702836,1.2014746475325933,-6.9190471927830862e-07,0.48166886893457395
612,1.5299999999999785,0.58193351569511731,1.2015669196005856,1.2014746475325857,-1.5955540307731515e-06,0.48075183655109666
624,1.5599999999999778,0.57506422659751044,1.2015669195374905,1.2014746475325817,-3.5698834370501802e-06,0.47862536695143226
636,1.5899999999999772,0.56835271931614095,1.201566919480247,1.2014746475325935,-7.7528714478627575e-06,0.47487303037786127
648,1.6199999999999766,0.56179283963330562,1.2015669194282244,1.2014746475325822,-1.6349459558174974e-05,0.46984406879985852
660,1.6499999999999759,0.55537875688085614,1.2015669193808385,1.2014746475325895,-3.3490406850606847e-05,0.46381675230420533
672,1.6799999999999753,0.54910494259470011,1.2015669193376453,1.2014746475325886,-6.6655380046762294e-05,0.45617298199184908
684,1.7099999999999747,0.54296615086264099,1.2015669192981642,1.2014746475325864,-0.00012892781786377861,0.48601354880462855
696,1.739999999999974,0.53695740020880989,1.2015669192620573,1.2014746475325953,-0.00024239869996522438,0.5163841598749328
708,1.7699999999999734,0.53107395687449332,1.2015669192289482,1.201474647532587,-0.00044303451378487204,0.54820980018704735
720,1.7999999999999727,0.52531131936976416,1.2015669191985627,1.201474647532593,-0.00078721675933057236,0.5781960414733498
732,1.8299999999999721,0.51966520418322182,1.2015669191706253,1.2014746475325968,-0.00135987562228695,0.60750499501855537
744,1.8599999999999715,0.5141315325485506,1.2015669191449054,1.2014746475325928,-0.0022836055122687159,0.63692249261889844
756,1.8899999999999708,0.50870641817671081,1.2015669191212084,1.2014746475325828,-0.0037273162787514664,0.66413327795514254
768,1.9199999999999702,0.50338615587157165,1.2015669190993152,1.2014746475325926,-0.005911860432938008,0.69239678705728713
780,1.9499999999999695,0.49816721095476685,1.2015669190790943,1.2014746475325733,-0.0091088250582032192,0.71875410087002511
792,1.9799999999999689,0.49304620943267902,1.2015669190603866,1.2014746475325897,-0.013627600508939266,0.74474959302911858
804,2.0099999999999683,0.48801992884480067,1.2015669190430509,1.2014746475326052,-0.019785440628598602,0.76983977675313831
816,2.0399999999999676,0.48308528973840631,1.2015669190269349,1.2014746475325901,-0.027856160539438096,0.79329214310098395
828,2.069999999999967,0.47823934771953502,1.2015669190118627,1.2014746475325806,-0.037996030675027617,0.81732113197053924
840,2.0999999999999663,0.47347928603485534,1.2015669189974245,1.2014746475325928,-0.050150724558775887,0.83891391519182024
852,2.1299999999999657,0.46880240864305145,1.2015669189826297,1.2014746475325964,-0.063954689714771182,0.86062264134099797
864,2.1599999999999651,0.46420613373806946,1.2015669189643059,1.2014746475325802,-0.078642961655526325,0.8809901135470074
876,2.1899999999999644,0.45968798768984925,1.2015669189331184,1.2014746475325719,-0.093003083114554408,0.89952381775166412
888,2.2199999999999638,0.45524559937116216,1.2015669188628932,1.201474647532601,-0.10539835808202801,0.91854943457576943
900,2.2499999999999631,0.45087669484186643,1.2015669186842339,1.2014746475325921,-0.11388979264786443,0.93506050945536989
912,2.2799999999999625,0.44657909236432053,1.2015669182252093,1.2014746475325948,-0.11647017373528104,0.9513881166496525
924,2.3099999999999619,0.44235069772589802,1.201566917088809,1.2014746475325788,-0.11139941404816105,0.96643026801908949
936,2.3399999999999612,0.43818949984654221,1.2015669144259871,1.2014746475325875,-0.097598587136682582,0.97933481986467041
948,2.3699999999999606,0.43409356665110982,1.2015669085691634,1.2014746475325842,-0.075028002025095283,0.99281255603779683
960,2.3999999999999599,0.43006104118788308,1.2015668965492368,1.2014746475325875,-0.044952424691178994,1.0037344255780127
