step time energy_relative modified_relative
4950 7.734375 1.3422879541254777e-05 1.2690870735867733e-16
5000 7.8125 1.8364691819835288e-05 -3.80726122076032e-15
5050 7.890625 2.1639418812056786e-05 3.8072612207603202e-16
5100 7.96875 1.0771042992735888e-05 -1.5229044883041281e-15
5150 8.046875 1.4806176006479097e-05 -5.3301657090644476e-15
5200 8.125 1.9637553697869078e-05 -1.2690870735867733e-16
5250 8.203125 1.4886745713622562e-05 5.0763482943470932e-16
5300 8.28125 1.7196464364014485e-05 -1.2690870735867733e-15
5350 8.359375 1.6398354467665159e-05 4.1879873428363519e-15
5400 8.4375 1.5154144528448628e-05 -4.6956221722710611e-15
5450 8.515625 1.4504005839376848e-05 -2.9189002692495788e-15
5500 8.59375 2.0169774487511409e-05 -1.90363061038016e-15
5550 8.671875 1.7551865154573313e-05 -4.8225308796297384e-15
5600 8.75 1.388685653395633e-05 -3.9341699281189973e-15
5650 8.828125 1.3483742554763166e-05 -1.2690870735867733e-15
5700 8.90625 2.0357730690983805e-05 1.0152696588694186e-15
5750 8.984375 1.8192121389516794e-05 -1.5229044883041281e-15
5800 9.0625 1.2114274836895378e-05 -1.90363061038016e-15
5850 9.140625 1.6057097422722669e-05 -4.9494395869884157e-15
5900 9.21875 1.7050142331794928e-05 0
5950 9.296875 1.7736226786103366e-05 2.0305393177388373e-15
6000 9.375 1.5003147440702666e-05 -2.2843567324561919e-15
6050 9.453125 1.6771174857516147e-05 0
6100 9.53125 1.4937534669496368e-05 6.9799789047272534e-15
6150 9.609375 1.5483911770897878e-05 -2.5381741471735466e-16
6200 9.6875 1.8181223468481019e-05 -1.6498131956628054e-15
6250 9.765625 1.4222459978607123e-05 1.5229044883041281e-15
6300 9.84375 1.6150967087525817e-05 -6.3454353679338663e-16
6350 9.921875 1.3877616701501956e-05 2.5381741471735466e-16
6400 10 1.6931511546436159e-05 -3.1727176839669334e-15
6450 10.078125 1.8857659429202255e-05 -3.6803525134016427e-15
6500 10.15625 1.4356780798465328e-05 -6.3454353679338663e-16
6550 10.234375 1.238996449247995e-05 -2.4112654398148692e-15
6600 10.3125 1.7559771627633499e-05 5.0763482943470932e-16
6650 10.390625 2.0994315268892338e-05 -2.7919915618909011e-15
6700 10.46875 1.0691927948830621e-05 -1.5229044883041281e-15
6750 10.546875 1.5022338893292924e-05 3.8072612207603202e-16
6800 10.625 1.5055541546669095e-05 -1.3959957809454506e-15
6850 10.703125 2.0215442312567759e-05 1.2690870735867733e-16
6900 10.78125 1.2865472602808176e-05 -3.8072612207603202e-16
6950 10.859375 1.6977236292049678e-05 -3.9341699281189973e-15
7000 10.9375 1.3773885287092588e-05 -5.0763482943470932e-16
7050 11.015625 1.8773591449088786e-05 7.6145224415206403e-16
7100 11.09375 1.6488394049569615e-05 8.8836095151074134e-16
7150 11.171875 1.2902648510673005e-05 -5.076348294347093e-15
7200 11.25 1.8424863436725487e-05 1.90363061038016e-15
7250 11.328125 1.7389211586129201e-05 -4.4418047575537065e-15
7300 11.40625 1.0856593197615158e-05 -2.6650828545322238e-15
7350 11.484375 1.6477649524970838e-05 -1.3959957809454506e-15
7400 11.5625 2.3886493045302598e-05 1.3959957809454506e-15
7450 11.640625 1.1552528608649825e-05 -7.6145224415206403e-16
7500 11.71875 1.399719202921891e-05 -1.1421783662280959e-15
7550 11.796875 1.8428354451792719e-05 3.8072612207603202e-16
7600 11.875 1.9835465146304289e-05 -3.5534438060429653e-15
7650 11.953125 1.1972283855966401e-05 -5.7108918311404803e-15
7700 12.03125 1.3996121391031809e-05 -2.6650828545322238e-15
7750 12.109375 2.0422731499574701e-05 -4.9494395869884157e-15
7800 12.1875 1.4904491892396957e-05 -1.6498131956628054e-15
7850 12.265625 1.89116781308721e-05 -1.6498131956628054e-15
7900 12.34375 1.2037103876774151e-05 -1.7767219030214827e-15
7950 12.421875 1.852161827112179e-05 0
8000 12.5 1.4099354332536345e-05 -5.0763482943470932e-16
8050 12.578125 2.0394323432686817e-05 -3.426535098684288e-15
8100 12.65625 1.4727559864929853e-05 -1.2690870735867733e-15
8150 12.734375 1.2969594719194009e-05 -5.2032570017057703e-15
8200 12.8125 1.6563803228952125e-05 -1.0152696588694186e-15
8250 12.890625 1.9432949104287224e-05 -3.5534438060429653e-15
8300 12.96875 1.7868493518965937e-05 -1.0152696588694186e-15
8350 13.046875 1.1594509981417831e-05 6.3454353679338663e-16
8400 13.125 1.2594358750031677e-05 -5.3301657090644476e-15
8450 13.203125 2.158842238201863e-05 1.2690870735867733e-15
8500 13.28125 1.9097242694271953e-05 -3.5534438060429653e-15
8550 13.359375 1.1329959883342527e-05 1.1421783662280959e-15
8600 13.4375 9.6894851662203869e-06 -3.426535098684288e-15
8650 13.515625 2.5545071353094003e-05 -1.2690870735867733e-16
8700 13.59375 1.5878925778812317e-05 -1.90363061038016e-15
8750 13.671875 1.1953245051953846e-05 -6.3454353679338663e-16
8800 13.75 1.3062769761926414e-05 -5.4570744164231249e-15
8850 13.828125 1.9476428858526075e-05 1.2690870735867733e-16
8900 13.90625 1.8681730869517494e-05 -3.1727176839669334e-15
8950 13.984375 1.3072296394169878e-05 -4.5687134649123838e-15
9000 14.0625 1.4159159933786739e-05 -5.9647092458578349e-15
9050 14.140625 1.6868164322646146e-05 -2.1574480250975146e-15
9100 14.21875 1.6330716916207363e-05 -4.1879873428363519e-15
9150 14.296875 1.6733680311082002e-05 1.2690870735867733e-16
9200 14.375 1.4483501820114415e-05 -2.7919915618909011e-15
9250 14.453125 1.7017574597002323e-05 -1.0152696588694186e-15
9300 14.53125 1.8999872571678563e-05 -1.90363061038016e-15
9350 14.609375 8.4780356408343178e-06 -1.7767219030214827e-15
9400 14.6875 2.0398761921268889e-05 5.0763482943470932e-16
9450 14.765625 1.918621401266149e-05 -6.0916179532165122e-15
9500 14.84375 1.0663048814343751e-05 -3.8072612207603202e-16
9550 14.921875 1.5551035709392804e-05 -5.3301657090644476e-15
9600 15 1.8952985844472833e-05 -4.3148960501950292e-15
9650 15.078125 1.5646332860305971e-05 6.3454353679338663e-16
9700 15.15625 1.7814594327699142e-05 -5.0763482943470932e-16
9750 15.234375 1.5716024002428544e-05 -6.2185266605751896e-15
9800 15.3125 1.2665342360789937e-05 -2.1574480250975146e-15
9850 15.390625 1.8371567481610688e-05 1.7767219030214827e-15
9900 15.46875 1.6150986572985209e-05 -2.4112654398148692e-15
9950 15.546875 1.8053199841929864e-05 2.5381741471735466e-16
10000 15.625 1.2960383228741472e-05 3.2996263913256107e-15
