step time energy_relative modified_relative
4850 7.578125 1.2785675321908756e-05 -3.5246645350621397e-15
4900 7.65625 9.642874852549911e-06 -4.8673938817524786e-15
4950 7.734375 1.1478376414542816e-05 -5.0352350500887716e-16
5000 7.8125 9.0274247640789856e-06 -2.6854586933806779e-15
5050 7.890625 1.0674419373130696e-05 -6.8814879017879873e-15
5100 7.96875 1.3314534558111443e-05 -4.1960292084073094e-15
5150 8.046875 9.5535671556713446e-06 -3.8603468717347243e-15
5200 8.125 1.2455150219887955e-05 -5.0352350500887716e-16
5250 8.203125 9.9416802873978829e-06 -5.0352350500887708e-15
5300 8.28125 1.0338083699825813e-05 -2.5176175250443854e-15
5350 8.359375 9.8809103876428982e-06 -1.8462528516992161e-15
5400 8.4375 1.3487859358927655e-05 -2.3497763567080933e-15
5450 8.515625 1.0733564187010958e-05 -4.8673938817524786e-15
5500 8.59375 9.9788729721609643e-06 -2.8532998617169704e-15
5550 8.671875 9.2764196932188216e-06 -3.5246645350621397e-15
5600 8.75 1.1147092653853433e-05 -4.1960292084073094e-15
5650 8.828125 1.4710748746727007e-05 -5.7065997234339408e-15
5700 8.90625 1.0202929330501212e-05 -2.8532998617169704e-15
5750 8.984375 9.7543815011112839e-06 -4.5317115450798944e-15
5800 9.0625 1.0470915409031773e-05 -2.3497763567080933e-15
5850 9.140625 1.2427337986126816e-05 -2.3497763567080933e-15
5900 9.21875 1.0482360296738488e-05 -3.6925057033984322e-15
5950 9.296875 1.05010831248068e-05 -2.1819351883718007e-15
6000 9.375 1.232468606658138e-05 -2.6854586933806779e-15
6050 9.453125 1.0541780935047734e-05 5.0352350500887716e-16
6100 9.53125 1.257069950396765e-05 -8.0563760801420345e-15
6150 9.609375 8.3784649648223613e-06 -6.7136467334516951e-15
6200 9.6875 1.3653141295928526e-05 -3.8603468717347243e-15
6250 9.765625 1.0792960682752239e-05 -3.1889821983895551e-15
6300 9.84375 1.0926100353664235e-05 -1.8462528516992161e-15
6350 9.921875 9.1075247707298929e-06 -5.7065997234339408e-15
6400 10 1.2077596139006116e-05 -2.8532998617169704e-15
6450 10.078125 1.2688149802075995e-05 -4.5317115450798944e-15
6500 10.15625 1.1593650857902091e-05 1.1748881783540466e-15
6550 10.234375 9.3705674564330763e-06 6.7136467334516948e-16
6600 10.3125 1.0258977720691359e-05 -3.0211410300532625e-15
6650 10.390625 1.2796707423448296e-05 -2.3497763567080933e-15
6700 10.46875 1.0015959856978489e-05 -2.3497763567080933e-15
6750 10.546875 1.1677447432708006e-05 1.8462528516992161e-15
6800 10.625 1.2115157733110532e-05 -3.5246645350621397e-15
6850 10.703125 9.2855806620731693e-06 -3.3568233667258476e-15
6900 10.78125 1.1330747596649222e-05 -4.0281880400710172e-15
6950 10.859375 9.5758602909452683e-06 -2.8532998617169704e-15
7000 10.9375 1.3667578915950125e-05 -1.0070470100177543e-15
7050 11.015625 1.0466703335629823e-05 -3.0211410300532625e-15
7100 11.09375 1.0189784645588737e-05 -3.1889821983895551e-15
7150 11.171875 8.4914440007008538e-06 -3.1889821983895551e-15
7200 11.25 1.2767859232789063e-05 -2.1819351883718007e-15
7250 11.328125 1.3673286100655897e-05 -1.8462528516992161e-15
7300 11.40625 9.2660423332282187e-06 -2.8532998617169704e-15
7350 11.484375 1.1273563052105076e-05 -9.2312642584960809e-15
7400 11.5625 9.4984788222395615e-06 -3.1889821983895551e-15
7450 11.640625 1.1516105095599987e-05 -8.3920584168146189e-16
7500 11.71875 1.116512868718345e-05 -5.0352350500887716e-16
7550 11.796875 9.6755027366678809e-06 -3.0211410300532625e-15
7600 11.875 1.27395519086289e-05 -6.3779643967791101e-15
7650 11.953125 1.236551455296322e-05 -4.3638703767436015e-15
7700 12.03125 9.5459080368853285e-06 -6.3779643967791101e-15
7750 12.109375 8.5749725012444132e-06 6.7136467334516948e-16
7800 12.1875 1.4543223239205304e-05 -1.342729346690339e-15
7850 12.265625 1.0981928302167144e-05 -4.6995527134161865e-15
7900 12.34375 1.2485631316074181e-05 -3.1889821983895551e-15
7950 12.421875 5.8741930969523589e-06 -3.0211410300532625e-15
8000 12.5 1.2530495772220107e-05 -3.5246645350621397e-15
8050 12.578125 1.3792847744487127e-05 -1.5105705150266313e-15
8100 12.65625 1.0907496495923827e-05 -6.3779643967791101e-15
8150 12.734375 1.1214387164380188e-05 -1.6784116833629238e-15
8200 12.8125 1.0488146492325244e-05 -4.0281880400710172e-15
8250 12.890625 1.0308039620490576e-05 -2.6854586933806779e-15
8300 12.96875 1.1705959726083545e-05 -5.3709173867613558e-15
8350 13.046875 1.2428646399750033e-05 -7.5528525751331565e-15
8400 13.125 1.0528033055183566e-05 -2.3497763567080933e-15
8450 13.203125 1.011001831385587e-05 -2.5176175250443854e-15
8500 13.28125 1.1736583535203599e-05 -4.5317115450798944e-15
8550 13.359375 1.0593269933227549e-05 -1.6784116833629238e-15
8600 13.4375 1.3059213259056764e-05 -3.3568233667258474e-16
8650 13.515625 8.1255516918502347e-06 -6.7136467334516951e-15
8700 13.59375 1.2300633974127191e-05 -3.0211410300532625e-15
8750 13.671875 9.3640625950247586e-06 -7.2171702384605723e-15
8800 13.75 1.3470029181342381e-05 -3.8603468717347243e-15
8850 13.828125 1.0626182473835925e-05 -5.874440891770233e-15
8900 13.90625 1.048037030114281e-05 -5.7065997234339408e-15
8950 13.984375 1.0665264004248401e-05 -4.1960292084073094e-15
9000 14.0625 1.064722198374011e-05 -4.0281880400710172e-15
9050 14.140625 1.143687456764906e-05 2.8532998617169704e-15
9100 14.21875 9.3066267323282515e-06 -4.3638703767436015e-15
9150 14.296875 1.1274503971443586e-05 -5.874440891770233e-15
9200 14.375 1.2930638882742157e-05 -3.3568233667258474e-16
9250 14.453125 9.2698953083593074e-06 -1.0070470100177543e-15
9300 14.53125 1.1095782636252018e-05 -2.8532998617169704e-15
9350 14.609375 1.0292531295882759e-05 -2.8532998617169704e-15
9400 14.6875 1.2938351254383947e-05 -4.5317115450798944e-15
9450 14.765625 1.1516886462310499e-05 0
9500 14.84375 9.150560229679437e-06 -4.5317115450798944e-15
9550 14.921875 9.3730939219665175e-06 -6.3779643967791101e-15
9600 15 1.3065571226308301e-05 0
9650 15.078125 1.1233523546482366e-05 -7.2171702384605723e-15
9700 15.15625 1.1206527233097152e-05 -4.5317115450798944e-15
9750 15.234375 1.2895655408521523e-05 8.3920584168146189e-16
9800 15.3125 8.7498415017812398e-06 -4.0281880400710172e-15
9850 15.390625 1.2972152224977917e-05 -1.5105705150266313e-15
9900 15.46875 9.5898010211582701e-06 -3.1889821983895551e-15
9950 15.546875 1.1632337718262589e-05 -3.6925057033984322e-15
10000 15.625 1.2256476145835028e-05 -5.0352350500887708e-15
