step,water,bank,speed,rmin,rmax,overhang,bad,shore_flux,wet_front,bank_total,fraction_min,fraction_max,bulk_front
2040,6952.9862148518787,2.2870594307278225e-13,0.10786950338704657,0.99053424131354517,1.018575641875745,16,0,0.90603082605415874,282,9.9644514861552125e-10,-0.069394908655497314,1.0172209817866151,282
2100,6952.9862148518623,2.3314683517128287e-13,0.10240218740482405,0.99795514799235685,1.0540829840733692,19,0,0.83663705419756829,286,1.0173659692469528e-09,-0.04153070782960535,1.000996139933787,286
2160,6952.9862148518987,2.361444373377708e-13,0.097317569115087765,0.99144183258981555,1.0193052231714488,18,0,0.75120873865816362,288,1.0500068592378398e-09,-0.062642102434289984,1.001907052383036,288
2220,6952.9862148518932,2.4302782009044677e-13,0.093867577350463888,0.9773822787377201,1.0131371175558206,16,0,0.64115671441661315,293,1.0780996095860473e-09,-0.0094131859055920294,1.0151436555782118,293
2280,6952.9862148518951,2.4846791291111003e-13,0.090106301177997936,0.99218562369699581,1.0326755691935552,19,0,0.59359761955101742,297,1.0997289745517946e-09,-0.06302072689911685,1,297
2340,6952.9862148518769,2.55351295663786e-13,0.086630902109245858,0.98665979233006484,1.0408726069271061,22,0,0.51285645070522023,301,1.1312859538037401e-09,-0.023964204785209647,1.0024842965974707,301
2400,6952.9862148518796,2.6056934387952424e-13,0.082942178011348955,0.98499068344400764,1.0209303018372653,20,0,0.4608849728500734,303,1.155890050341668e-09,-0.051880606458431837,1.0010867195776585,303
2460,6952.9862148518578,2.6834090505190034e-13,0.079357409122847528,0.99108945155539618,1.0140141647607224,24,0,0.41354483939759035,306,1.1844710767761057e-09,-0.067472134700039058,1.0195183945273463,306
2520,6952.9862148518578,2.7533531010703882e-13,0.075567362529842905,0.99871252257416687,1.0478717186699484,23,0,0.34084717369329093,308,1.2105163538222996e-09,-0.087344196975411417,1.004703662868919,308
2580,6952.9862148518669,2.8355096048926498e-13,0.071338088486351051,0.99834046100169072,1.0345225425895967,24,0,0.3245905129984934,312,1.2357408429863881e-09,-0.075633901788844687,1.0024815919362402,312
2640,6952.9862148518532,2.8976820942716586e-13,0.067509110620609714,0.97039701469030115,1.0104830945319034,22,0,0.27066887663545891,316,1.2661742765374129e-09,-0.015262409456768494,1.0012700905913643,316
2700,6952.986214851876,2.9332092310596636e-13,0.06340678102718085,0.99479820716591538,1.019126925994831,22,0,0.24802878231288147,318,1.2885245093130493e-09,-0.08633099623770385,1.0143304845547094,318
2760,6952.9862148518841,3.0087043967341742e-13,0.059850503503006212,0.99524263369422539,1.0556071816394039,26,0,0.2105837861765095,321,1.3169972890025861e-09,-0.028885009938864219,1.0071842030027707,321
2820,6952.9862148518723,3.0486724256206799e-13,0.056249901415629681,0.99546893796227987,1.0209932298850501,24,0,0.18469357921497795,322,1.3439789281477488e-09,-0.083600939320387813,1.0081518371720541,322
2880,6952.9862148518614,3.120836922221315e-13,0.052678062179204989,0.97899740589454998,1.0188089034648533,24,0,0.15036490202521077,323,1.3710840240932498e-09,-0.093858341545910579,1,323
2940,6952.9862148518696,3.177458296477198e-13,0.049715495340266293,0.99593353044064947,1.0263536301426821,22,0,0.13347078879809809,327,1.3994377878745468e-09,-0.0709204724952225,1.0052605181363001,327
3000,6952.9862148518532,3.2529534621517087e-13,0.047354506463560639,0.99826369945618454,1.0533029761016877,24,0,0.1103131173402854,328,1.424889539691776e-09,-0.062273044554355977,1.0254513545298045,328
3060,6952.9862148518405,3.3084646133829665e-13,0.044217667870382768,0.99761632045716386,1.0154668051553379,24,0,0.088799519457798931,331,1.4521053248728322e-09,-0.069454323279269606,1.0069796239877382,331
3120,6952.9862148518823,3.382849556032852e-13,0.042008909366744278,0.98319670169163131,1.0059279057259012,23,0,0.071489374416101328,332,1.481918254775394e-09,-0.062880853693810301,1.0033827182324193,332
3180,6952.9862148518823,3.4172664697962318e-13,0.037709251119653203,0.99979542023991064,1.021460176744029,25,0,0.055633940919755528,333,1.510350289279927e-09,-0.066410564326000898,1.0005660291494927,333
3240,6952.9862148518896,3.4661162828797387e-13,0.034656873612894774,0.997042399202692,1.0409587419384025,24,0,0.036762201190299916,336,1.5399197472731885e-09,-0.067256785550386153,1.0008375273871277,336
3300,6952.9862148518778,3.5216274341109965e-13,0.033498036446094344,0.99535632170462152,1.0179597549377075,23,0,0.020799174215743763,336,1.5675294395833816e-09,-0.12969642976209231,1.0114566340130502,336
3360,6952.9862148518787,3.5971225997855072e-13,0.032819978897435841,0.98647451189500801,1.008978886925292,21,0,0.0069315151161412486,338,1.5954696452880057e-09,-0.045080199568726387,1.0034150417081094,338
3420,6952.9862148518805,3.6370906286720128e-13,0.028623498303614443,0.99863265401341827,1.0184480411087622,22,0,-0.0051012305586891921,338,1.6235073285741919e-09,-0.087872837527407183,1.0008534102801938,338
3480,6952.9862148518796,3.6992631180510216e-13,0.02528901071086527,0.99882626340873093,1.0484484848113269,22,0,-0.016879065573771827,341,1.6506487288125982e-09,-0.07616244928837218,1.0115760635015101,341
3540,6952.9862148518478,3.7569947153315297e-13,0.022981306548510202,0.99916097936304105,1.0215028905969297,22,0,-0.027397407559117948,341,1.6830724591798685e-09,-0.073963838074468519,1.0114760989616929,341
3600,6952.9862148518969,3.8036240823657863e-13,0.021653234983231844,0.99002516952868613,1.0141705254290394,22,0,-0.037588165168056978,342,1.7098231719359092e-09,-0.018691357215464048,1,342
3660,6952.9862148518832,3.8657965717447951e-13,0.02315279937583696,0.9989840259450854,1.0124225826679258,22,0,-0.048657385226381154,342,1.7412002950578653e-09,-0.089721678356505491,1.0183236122367516,342
3720,6952.9862148518696,3.9390712913700554e-13,0.021262001854217866,0.99986119769123039,1.0357426832616483,22,0,-0.05647094520243158,343,1.7707066923833281e-09,-0.082905194670132909,1.0208714269273598,343
3780,6952.9862148518496,4.0079051188968151e-13,0.020462084128376808,0.99991763069961592,1.0338758545904962,22,0,-0.064205889368165292,344,1.7998171841782096e-09,-0.083955469230866858,1.0192158057432061,344
3840,6952.9862148519014,4.0689673852511987e-13,0.021075797362420597,0.98854034534442048,1.0084943362162959,22,0,-0.072315867991463806,344,1.8312283911470217e-09,-0.07603022367985432,1.0211010535939122,344
3900,6952.9862148518941,4.1477932199995848e-13,0.021078656805164069,0.99598262334121801,1.0110577826513438,21,0,-0.07971777905674908,345,1.8615829988632981e-09,-0.099298507012880177,1.0101859470539751,345
3960,6952.9862148518669,4.2010839251815923e-13,0.021356314353545975,0.99988421462235988,1.0306635136382902,22,0,-0.086457796452967958,345,1.8923298483741746e-09,-0.1062328456436589,1.0019121799126267,345
4020,6952.9862148518805,4.2588155224621005e-13,0.021470511347291017,0.99953596902465291,1.0330743121751382,21,0,-0.093232510303673355,346,1.9228780789859456e-09,-0.11435152847040229,1.0171538736650312,346
4080,6952.9862148518987,4.3010039973978564e-13,0.022074476890287475,0.99907967802603459,1.0158525478315843,22,0,-0.09924900988777155,346,1.9544400542415019e-09,-0.12099922563822499,1.0147967790336261,346
4140,6952.9862148518851,4.3487435874567382e-13,0.022146836800309773,0.99333839823928483,1.0088992493646751,22,0,-0.10529459328412391,347,1.9854821120546262e-09,-0.11091800123639606,1.0119487976647976,347
4200,6952.9862148518459,4.418687638008123e-13,0.022664659618992063,0.99977902686047893,1.0231287080357931,23,0,-0.10922756335767184,347,2.0170880521419576e-09,-0.11339849127695611,1,347
4260,6952.986214851875,4.4719783431901305e-13,0.022721452453002111,0.99998821255323422,1.0379863165295802,23,0,-0.11309498647703883,347,2.0445680704028746e-09,-0.042910561178948148,1.012473604805074,347
4320,6952.986214851875,4.5452530628153909e-13,0.023045888754127507,0.99873671694251154,1.0156706422524076,22,0,-0.11821431552420453,348,2.0776174114445212e-09,-0.05229348261302063,1.007910454958701,348
4380,6952.9862148518832,4.6007642140466487e-13,0.023440660514521709,0.99413122093972484,1.0121400519010588,23,0,-0.12204454322040281,348,2.1116274284693759e-09,-0.016311186545251367,1.016242514674855,348
4440,6952.9862148518814,4.6651571494749078e-13,0.023757199683339988,0.99974463957897863,1.0172978180781211,23,0,-0.1280675302166501,348,2.1396056038014422e-09,-0.067587312335690375,1,348
4500,6952.9862148518705,4.7295500849031669e-13,0.023900947282093226,0.99989196074929132,1.0354440523790414,22,0,-0.13260181071558613,349,2.1692236895631822e-09,-0.0025279007118001549,1.0246449030855251,349
4560,6952.986214851876,4.8183679268731794e-13,0.024229635256774368,0.99988207208705016,1.0204225996713723,22,0,-0.13630322149565161,349,2.1989681187051247e-09,-0.050324616956343667,1.0167698480318554,349
4620,6952.9862148518732,4.8738790781044372e-13,0.024367204902212385,0.99233895245528869,1.0066270504256278,23,0,-0.14001110012241966,349,2.2308634939349758e-09,-0.052070442022693411,1.0017251304194648,349
4680,6952.986214851865,4.9160675530401932e-13,0.024694238062447915,1,1.0134218201782124,24,0,-0.14421125257265799,349,2.2643413810641277e-09,-0.00052066307409538324,1,349
4740,6952.9862148518769,4.9693582582222007e-13,0.025072546974187048,1,1.0299658647070815,26,0,-0.14846155279032,349,2.2912387542817214e-09,-0.086322198459568358,1.0022868058248027,349
4800,6952.9862148518678,5.0248694094534585e-13,0.025255792972566304,0.99982740943782367,1.0235415876211729,26,0,-0.15050459158221818,349,2.3236077506538777e-09,-0.034777324094442834,1.0007078843395327,349
4860,6952.9862148518623,5.078160114635466e-13,0.025655485074797379,0.99888681232619492,1.0124515391099549,26,0,-0.15116994244175375,349,2.3555449812917573e-09,-0.078244007821436271,1.0007154011937938,349
4920,6952.9862148519014,5.1381121579652245e-13,0.025999195496241457,0.99924532990718806,1.0097748129517881,25,0,-0.15332554841043444,350,2.3873265586615844e-09,-0.056779333442984282,1.0002514957596862,350
4980,6952.9862148518832,5.226929999935237e-13,0.026277959071217442,0.99982158924073283,1.0253715337084039,25,0,-0.15891397157601345,350,2.4138520071659286e-09,-0.040369261141034472,1.0134739158538311,350
5040,6952.986214851865,5.2824411511664948e-13,0.026360848396125226,1,1.0279662460106174,25,0,-0.16088905435182393,350,2.4427284639472191e-09,-0.0018047735824260295,1.0100921619429839,350
5100,6952.9862148518841,5.3357318563485023e-13,0.026904801393512662,0.99991175106068819,1.0092660098630251,25,0,-0.16280599984324795,350,2.4748204596747314e-09,-0.07445583714378623,1.0105213448186607,350
5160,6952.9862148518678,5.3734794391857577e-13,0.027350089404546335,0.9988447577076035,1.0107552627762892,25,0,-0.16296369135200317,350,2.5071233977769225e-09,-0.037287081586753298,1.0009789674672183,350
5220,6952.9862148518196,5.4201088062200142e-13,0.027491998782737555,0.99976784120357065,1.0220689740406672,25,0,-0.1633387388841657,350,2.5360045174949164e-09,-0.034403169349703,1.0003267554042441,350
5280,6952.9862148518669,5.4845017416482733e-13,0.027710537363758524,0.99976683284288859,1.0269318404020822,25,0,-0.16510668108280643,350,2.5662931779635301e-09,-0.090174185967437592,1.0200611127920189,350
5340,6952.9862148518605,5.5688786915197852e-13,0.028130812951589278,0.99989582618184603,1.0124399992717548,25,0,-0.16598619656815677,350,2.5997237695918329e-09,-0.071423510591877862,1.0109781363513457,350
5400,6952.9862148518578,5.6399329650957952e-13,0.028371073020831365,0.99625810050796604,1.0081764124704899,25,0,-0.16768293078489352,350,2.6299028510479161e-09,-0.013026063619061787,1.0014220491317909,350
5460,6952.9862148518951,5.7220894689180568e-13,0.028635827222384492,0.99995443254085914,1.0200940825179814,25,0,-0.16911896304891721,350,2.6605375680333054e-09,-0.022375117317549775,1.0008642217852841,350
5520,6952.9862148518696,5.7798210661985649e-13,0.028783204104600935,0.99987706720389846,1.0273307996546766,25,0,-0.17015325562541556,350,2.6869091396264366e-09,-0.056198405543668714,1.0008696207589465,350
5580,6952.9862148518732,5.8530957858238253e-13,0.029136955484431463,1,1.0147724485545733,25,0,-0.17004599711639343,350,2.7177395889310674e-09,-0.020927831956517543,1.0201867682693819,350
5640,6952.9862148518823,5.88640247656258e-13,0.02931286512102866,0.99913837563100161,1.0109591699184646,25,0,-0.16982975510371848,350,2.7492595977562928e-09,-0.080453441328746128,1.0057884287321046,350
5700,6952.9862148518869,5.9641180882863409e-13,0.029610726874057552,0.99986190193804558,1.0164616027071278,24,0,-0.17038545853027015,350,2.7780755473827412e-09,-0.097748338811415772,1.0020902928625841,350
5760,6952.9862148518605,6.0307314697638503e-13,0.0294593746152522,1,1.0262131249728725,23,0,-0.17058371293001631,350,2.807259091852643e-09,-0.018756091990976023,1.0003533508307672,350
5820,6952.9862148518596,6.09956529729061e-13,0.02966710117042853,0.99970133306601783,1.0144811002071803,23,0,-0.16837967623211728,350,2.8371702764928841e-09,-0.09315790637398684,1.0047260086859671,350
5880,6952.9862148518823,6.135092434078615e-13,0.029689009967515029,0.99886103185090303,1.0072909470822662,23,0,-0.16537007669979051,350,2.8700011256432845e-09,-0.05572986166167819,1.0139575210111642,350
5940,6952.9862148518741,6.212808045802376e-13,0.029857283300422217,0.9998249583504516,1.0149937470410837,23,0,-0.16580568578353413,350,2.8981981259335043e-09,-0.031870627235945817,1.0010816731530594,350
6000,6952.9862148518823,6.2461147365411307e-13,0.029529674397191261,1,1.0261894567431884,23,0,-0.16853665294886833,350,2.9258340195070787e-09,-0.00034962882971363812,1,350
6060,6952.9862148518805,6.2927441035753873e-13,0.029390682039628354,0.99978820998875406,1.0164549381756718,23,0,-0.16704604389992547,350,2.9545093038763071e-09,-0.070661676877750809,1.0007925774313753,350
6120,6952.9862148518723,6.3637983771513973e-13,0.02947736167437771,0.99968146189845519,1.0095337703073914,23,0,-0.15974144414115007,350,2.9861476624759575e-09,-0.087768834283860467,1.0324779445104304,350
6180,6952.986214851835,6.4570571112199104e-13,0.029118488095819444,0.9999480528790895,1.0144612006698539,22,0,-0.15397172998733258,350,3.0157831787391842e-09,-0.017618389616590645,1.0013237475855894,350
6240,6952.9862148518723,6.5214500466481695e-13,0.028907024281785119,0.99990146002224312,1.0251195557713229,22,0,-0.14811993988015063,350,3.0421141161696141e-09,-0.10879253650615468,1,350
6300,6952.9862148518823,6.6213701188644336e-13,0.028794985322172631,0.99996990213025172,1.0184292948026046,22,0,-0.14676695589774152,350,3.073447718549005e-09,-0.039434148117478959,1.0040609963045151,350
6360,6952.9862148518641,6.6857630542926927e-13,0.028538004907302274,0.99889093333801993,1.0094987442072145,20,0,-0.14591306804712068,350,3.1050516602348921e-09,-0.075623034845136466,1.0226538448753149,350
6420,6952.9862148518896,6.7523764357702021e-13,0.027924693997158866,0.99987489599393786,1.0148750684486849,20,0,-0.14716685344832725,350,3.1348095230754325e-09,-0.074081043941237379,1,350
6480,6952.9862148518978,6.7568173278687027e-13,0.027687393878238119,0.99977288827423549,1.0248390576207722,19,0,-0.1414930885302926,350,3.1662730215487045e-09,-0.056075251846312152,1.0125258944355973,350
6540,6952.986214851866,6.8345329395924637e-13,0.027267419083418513,1,1.0185650186622399,19,0,-0.13856556515164378,350,3.1985449844285085e-09,-0.00096544282192554428,1.0005890092024619,350
6600,6952.9862148518696,6.8833827526759706e-13,0.026829369644947136,0.99928430990399708,1.0099625550671867,19,0,-0.13896407301999791,350,3.2286099349576602e-09,-0.078282711382887976,1.0044705886826839,350
6660,6952.9862148518896,6.9544370262519806e-13,0.02661721408808005,0.99990344303965029,1.0127265502997447,18,0,-0.13597260679043538,350,3.2561016105603358e-09,-0.089490614965095527,1.0186822569949894,350
6720,6952.9862148518414,7.0077277314339881e-13,0.026242300240846686,0.99995230929737344,1.0237152609216307,18,0,-0.12986799939755886,350,3.2836848795625428e-09,-0.088135860821866155,1.0060217861245089,350
6780,6952.9862148519069,7.0543570984682447e-13,0.025549083432022154,1,1.0194399143571891,18,0,-0.12527178307211514,350,3.3165030721704625e-09,-0.063233493709081545,1.0085016733731791,350
6840,6952.9862148518741,7.1120886957487528e-13,0.025221893192969462,0.99988757326065858,1.0112142058645339,18,0,-0.12056169108696513,350,3.350503208210398e-09,-0.066864273314348341,1.0167794185741901,350
6900,6952.9862148518896,7.1653794009307603e-13,0.024610159047194709,0.99990977799665914,1.011807092650725,18,0,-0.11832273459429762,350,3.3780340746858428e-09,-0.048152898056254091,1.0006384243201181,350
6960,6952.9862148519042,7.1898043074725138e-13,0.02428279696208244,0.99977649921669731,1.0234576630445194,18,0,-0.1151931024034378,350,3.4083917910265882e-09,-0.00075493421065819409,1.0009068410761932,350
7020,6952.9862148518823,7.2852834875902772e-13,0.023550369477572448,1,1.0197696013957975,17,0,-0.11308235196134643,350,3.4399034731791289e-09,-0.00086463998743338262,1.0009740498750714,350
7080,6952.9862148518932,7.3430150848707854e-13,0.023251648158152262,0.99995674418174507,1.010060832354257,17,0,-0.10946580520907125,350,3.4683114158440276e-09,-0.048112680448749306,1.0070424090330272,350
7140,6952.9862148518987,7.4007466821512935e-13,0.022657304746274278,0.99992750144102827,1.0111620750863006,17,0,-0.10656595429401983,350,3.5000318199251979e-09,-0.098140207429570733,1.0002645406708277,350
7200,6952.9862148518732,7.4518169412840507e-13,0.021975906286272405,0.99995184682767901,1.0212717009643308,17,0,-0.099856453176114635,350,3.5333216352739782e-09,-0.00084465046910762738,1.0180951022951044,350
7260,6952.9862148518969,7.5428552293033135e-13,0.021442742844943741,0.99979191390450817,1.0197511053222492,17,0,-0.096486306168831137,350,3.562576234017456e-09,-0.075346540472821202,1.0002741359542056,350
7320,6952.986214851886,7.596145934485321e-13,0.020827641210785307,0.99998015800918005,1.0106476552878823,17,0,-0.093959623280763058,350,3.595896913566321e-09,-0.063614900155103307,1.0112337933006923,350
7380,6952.9862148518523,7.6494366396673286e-13,0.020514261361782155,0.99988002956477184,1.0109679862811793,18,0,-0.091998255602199736,350,3.6263696490124175e-09,-0.10408657429056763,1.0103513797134396,350
7440,6952.9862148518732,7.7005068988000858e-13,0.019803713488573033,0.999929886225152,1.0202268104608192,18,0,-0.088866285341246326,350,3.6560685590103503e-09,-0.085798624374440441,1.0047824784718393,350
7500,6952.9862148518887,7.7382544816373411e-13,0.019470473634264376,0.99985880154100193,1.0210804894312233,18,0,-0.084307723556722391,350,3.6888030408022132e-09,-0.093188279821430423,1.0168448510134449,350
7560,6952.9862148519132,7.8026474170656002e-13,0.018711021462538564,0.99994513775471361,1.0109734100583436,18,0,-0.082578111210832111,350,3.7218852444453887e-09,-0.084761975317588695,1.0193794803459035,350
7620,6952.9862148518951,7.8559381222476077e-13,0.018507728010370303,0.99992590099636225,1.011380723373265,18,0,-0.076695864023433785,350,3.7525087481782293e-09,-0.11526460898979822,1.0133970715565901,350
7680,6952.9862148519051,7.8914652590356127e-13,0.018078807505793087,0.99990717210221469,1.0191116608702893,18,0,-0.069725584916322664,350,3.785818325496848e-09,-0.10636747120157872,1.0109865418376485,350
7740,6952.9862148518632,7.9314332879221183e-13,0.017465242264146221,1,1.0210779183848098,18,0,-0.064046895316242275,350,3.8156964254909553e-09,-0.068120990950899823,1.0176924898043844,350
7800,6952.9862148518887,7.9847239931041258e-13,0.016999685409017969,0.99994487723032632,1.0120375011750238,18,0,-0.060393745809956066,351,3.8481036135351587e-09,-0.089069644697143333,1.0068639654162796,350
7860,6952.9862148518805,8.0535578206308855e-13,0.016682528480027388,1,1.0112274797124996,18,0,-0.056087748927170625,351,3.8815997083219145e-09,-0.064771696497137418,1.0146894409952558,350
7920,6952.9862148518641,8.1201712021083949e-13,0.016356767473963585,0.99997768576330393,1.018045901679157,18,0,-0.052772237510198432,351,3.9155063635831766e-09,-0.00085666692740524598,1.0005622873903537,350
7980,6952.9862148518987,8.184564137536654e-13,0.01582569817294454,0.99999182471594783,1.0228283569620309,18,0,-0.048823654097551752,351,3.9469341128750557e-09,-0.043269144178483258,1.0029653976239563,350
8040,6952.9862148518723,8.2156503822261584e-13,0.015426808079052324,1,1.0135107696178736,18,0,-0.047225632777603471,351,3.979048202040758e-09,-0.095238489333200171,1.0003816237552827,350
8100,6952.9862148518678,8.291145547900669e-13,0.015068187986285054,0.99995137492434727,1.0107726412445885,18,0,-0.04301532135885458,351,4.0111076682336488e-09,-0.041177756897456848,1.0021746262809039,350
8160,6952.9862148518805,8.3555384833289281e-13,0.014399210748084578,1,1.0161992395193591,18,0,-0.038766035123446473,351,4.0454020133751101e-09,-0.0015185668497334579,1.0002537071137103,350
8220,6952.9862148518851,8.446576771348191e-13,0.014057306166458337,1,1.0216013431396296,18,0,-0.034104234580905259,351,4.0779133403390233e-09,-0.00084021309428169045,1,350
8280,6952.9862148518569,8.5154105988749507e-13,0.013797336692469922,1,1.0150506889182511,18,0,-0.02817647331086779,351,4.1126264616053732e-09,-0.00076520614091301665,1.0003689019888724,350
8340,6952.986214851896,8.5909057645494613e-13,0.013474402766959596,0.99997556964124323,1.0105468238952116,17,0,-0.019818201616608168,351,4.1454191190837264e-09,-0.063210919035224689,1.0007456839607376,350
8400,6952.986214851875,8.6464169157807191e-13,0.013298695640871442,0.99996681420784828,1.0146515983003497,17,0,-0.01370466312380408,351,4.1805130468475227e-09,-0.11383737744931356,1,350
8460,6952.9862148518732,8.695266728864226e-13,0.013025639181686942,0.99988128145350363,1.0216731145811369,17,0,-0.0070864167468212211,351,4.2129961741466104e-09,-0.0008261957523140515,1.0001938211647947,350
8520,6952.9862148518814,8.7485574340462335e-13,0.012471351021703323,1,1.016480092785595,17,0,-0.0018209067674459208,351,4.2449175285952379e-09,-0.088233969665057699,1.0191639569403161,350
