step,emax,scatter,incident,energy
0,0.99439912246609408,0,0,0
25,1.0045376696733685,1.4976836857907684e-17,86.691566871398365,87.687174160372919
50,0.99969094732343766,7.1796053746611173e-09,86.428007232588584,87.692476514520237
75,0.99971553387633916,0.00010674649629449526,85.208582514601005,87.714930694549679
100,0.99168106523626975,0.0032396803485013489,83.860797240870923,87.697746611492519
125,0.99685425273700146,0.0051851035035212602,83.232978260880159,87.699045878360153
150,0.995678895741273,0.0072164002006435872,83.339867580773799,87.683419046030366
175,1.0026640424918845,0.01017019706750931,83.416669571046285,87.683711766403491
200,0.99786029158503931,0.013094960435368314,82.722102395163191,87.697625748423377
225,1.0024456105420658,0.01604126906879012,81.212605557135177,87.69321767143478
250,1.0130464367200904,0.019760102829312738,79.489278542074373,87.698352888160798
275,1.0252987272707204,0.024338722453747894,78.180463253902118,87.683494918607465
300,1.0254685610138607,0.028983505511287935,77.40522349155151,87.67844443964097
325,1.0277020334276086,0.033655864594863645,76.750414296342811,87.681979070518508
350,1.016495930585912,0.039854956276713455,75.684315267653645,87.67785586148058
375,1.0249002024700586,0.049163503366885693,74.01655648400363,87.684976649324383
400,1.0215770950110317,0.060441005346525571,72.034775877241188,87.674601488497032
425,1.0249784445377166,0.069857487731565568,70.240149933523554,87.671139863516871
450,1.0200343611264744,0.075655222167588562,68.918664564191829,87.669662551040233
475,1.0219078498495302,0.082529026984156983,67.919966005011034,87.663418935268453
500,1.0176028685622616,0.09627401540099377,66.838145963659656,87.668433788234694
525,1.0190689428624038,0.11475275301587999,65.411159773322225,87.659676597183065
550,1.0160602737382212,0.12692996930099179,63.757454154443629,87.658045476844507
575,1.0184710920677806,0.13003846804015826,62.244525951962657,87.657054024957759
600,1.0167486747242724,0.1355162480596305,61.15588426373354,87.653164446010464
625,1.0202905314814874,0.14568796554238028,60.48515973815168,87.656264134721937
650,1.0209848805320338,0.1518383579991775,59.99752844292049,87.646820561145631
675,1.0256212784799534,0.15537569377791877,59.441824861311396,87.64713482125002
700,1.0221457257289899,0.15851777652285859,58.735337024261391,87.646493635722777
725,1.0226504223285613,0.16232212995784845,58.040209915911021,87.646418599839123
750,1.0234328358703513,0.16567089489788922,57.693303936051635,87.652158572334343
775,1.0251247708363358,0.1687453804863441,57.955398529372374,87.644861094650281
800,1.0279850589454476,0.17331201118138553,58.709011031379539,87.645588547579877
825,1.0327392713110963,0.17872979453802629,59.452297510619708,87.64568844929488
850,1.0288113167164552,0.18410189487089848,59.788004445494892,87.650943133697311
875,1.0256217488844932,0.18782265022364983,59.939728227473871,87.661058087353197
900,1.0258113064634835,0.19112395635562199,60.560128290757355,87.656185334164974
925,1.0291627002278909,0.19659235000143135,62.01231666127142,87.655928582833425
950,1.0283747454472847,0.2041559914054058,63.970485455960116,87.653967901662142
975,1.0512183520590979,0.21230049121683647,65.584172008251997,87.662547100689068
1000,1.0557850650350911,0.21976176719175328,66.491701372221684,87.677192899114871
1025,1.0794468317887693,0.22494666010597578,67.167504406594219,87.676302309129682
1050,1.0704863596930794,0.22879222791297191,68.453447911672228,87.674372771787006
1075,1.070010006218534,0.23286189937759624,70.538113420959405,87.667280358854939
1100,1.0683604536471902,0.24062350394567564,72.74673320476272,87.67438102522064
1125,1.0687180417350699,0.25583620482485619,74.290688391426315,87.690896236659498
1150,1.0715380818920917,0.26931531516538199,75.126182715291861,87.694983516556462
1175,1.0714579729665255,0.26538179398029815,75.976570400203485,87.69462007882295
1200,1.0518298419290752,0.25597945156120777,77.4377159869628,87.681798694617044
1225,1.0601901953575379,0.26823289709786002,79.318442782300664,87.681071615775835
1250,1.0590172598817142,0.28733906242368329,80.748424611812268,87.699800436220713
1275,1.0389406989036905,0.2925376749332621,81.559610769830584,87.703503748327265
1300,1.0532165520936403,0.29161708970124817,82.067385612128135,87.711354411225713
1325,1.0357429338074802,0.29212291974411769,82.792705990687097,87.694661008122623
1350,1.0579714630374699,0.29452049203178071,83.801533854481818,87.692200335799328
1375,1.0580792320162955,0.29689791253499381,84.823932559691642,87.698805426000888
1400,1.0415450491093898,0.30175414044034399,85.472881020732672,87.704423286223005
1425,1.0487454024507135,0.31250856681120537,85.727153997702942,87.712186820403545
1450,1.053896422973825,0.32347181886025045,85.887026787745228,87.705514961174714
1475,1.0470770980158313,0.32293874964540192,86.204848553425762,87.70102527468768
1500,1.0567177967387367,0.31434678261843146,86.631610043045413,87.699153475255443
