radial transverse x z speed vx vy vz
0 0 1 0 0 0 0 0
0 1 1 0.020833333333333332 0 0 0 0
0 2 1 0.041666666666666664 0 0 0 0
0 3 1 0.0625 0 0 0 0
0 4 1 0.083333333333333329 0 0 0 0
0 5 1 0.10416666666666666 0 0 0 0
0 6 1 0.125 0 0 0 0
0 7 1 0.14583333333333331 0 0 0 0
0 8 1 0.16666666666666666 0 0 0 0
0 9 1 0.1875 0 0 0 0
0 10 1 0.20833333333333331 0 0 0 0
0 11 1 0.22916666666666666 0 0 0 0
0 12 1 0.25 0 0 0 0
0 13 1 0.27083333333333331 0 0 0 0
0 14 1 0.29166666666666663 0 0 0 0
0 15 1 0.3125 0 0 0 0
0 16 1 0.33333333333333331 0 0 0 0
0 17 1 0.35416666666666663 0 0 0 0
0 18 1 0.375 0 0 0 0
0 19 1 0.39583333333333331 0 0 0 0
0 20 1 0.41666666666666663 0 0 0 0
0 21 1 0.4375 0 0 0 0
0 22 1 0.45833333333333331 0 0 0 0
0 23 1 0.47916666666666663 0 0 0 0
0 24 1 0.5 0 0 0 0
0 25 1 0.52083333333333326 0 0 0 0
0 26 1 0.54166666666666663 0 0 0 0
0 27 1 0.5625 0 0 0 0
0 28 1 0.58333333333333326 0 0 0 0
0 29 1 0.60416666666666663 0 0 0 0
0 30 1 0.625 0 0 0 0
0 31 1 0.64583333333333326 0 0 0 0
0 32 1 0.66666666666666663 0 0 0 0
0 33 1 0.6875 0 0 0 0
0 34 1 0.70833333333333326 0 0 0 0
0 35 1 0.72916666666666663 0 0 0 0
0 36 1 0.75 0 0 0 0
0 37 1 0.77083333333333326 0 0 0 0
0 38 1 0.79166666666666663 0 0 0 0
0 39 1 0.8125 0 0 0 0
0 40 1 0.83333333333333326 0 0 0 0
0 41 1 0.85416666666666663 0 0 0 0
0 42 1 0.875 0 0 0 0
0 43 1 0.89583333333333326 0 0 0 0
0 44 1 0.91666666666666663 0 0 0 0
0 45 1 0.9375 0 0 0 0
0 46 1 0.95833333333333326 0 0 0 0
0 47 1 0.97916666666666663 0 0 0 0
0 48 1 1 0 0 0 0
1 0 1.0208333333333333 0 0.015562370380512112 -0.015562370380512112 5.0710730635151598e-17 0
1 1 1.0208333333333333 0.020833333333333332 0.01523485541197884 -0.014901657746561185 8.0096329399937254e-17 -0.0031688193113924971
1 2 1.0208333333333333 0.041666666666666664 0.014243138260050246 -0.013217531968652607 -5.8144706303360085e-18 -0.0053069611033578811
1 3 1.0208333333333333 0.0625 0.012689815670170555 -0.011121430810680609 2.3386836314375603e-17 -0.0061110717935686353
1 4 1.0208333333333333 0.083333333333333329 0.011087077196833849 -0.0093285447642225752 -5.2903309631850801e-18 -0.0059917888272575746
1 5 1.0208333333333333 0.10416666666666666 0.0094475198239877232 -0.0078394979067642617 -2.1124513361349611e-17 -0.0052723717048857432
1 6 1.0208333333333333 0.125 0.0074346060105510694 -0.0062672362260627387 -5.8841878179786326e-18 -0.0039993895307720365
1 7 1.0208333333333333 0.14583333333333331 0.0047776261620964188 -0.0041097522539746672 -2.8640074840163697e-17 -0.0024363185661358611
1 8 1.0208333333333333 0.16666666666666666 0.0019038271835339761 -0.001319657477003462 7.3784045128117099e-17 -0.0013722470944227826
1 9 1.0208333333333333 0.1875 0.0026328536193457831 0.0020474081510924564 2.7963274739414842e-17 -0.0016553060272174321
1 10 1.0208333333333333 0.20833333333333331 0.006986583993583438 0.006057729900802826 5.2465302779869909e-17 -0.0034808424768029483
1 11 1.0208333333333333 0.22916666666666666 0.012501638324020906 0.01076091588433536 1.0998538836160764e-16 -0.0063634621170308861
1 12 1.0208333333333333 0.25 0.018451784834408357 0.015636129772025487 5.9884460278247903e-17 -0.00979692856601907
1 13 1.0208333333333333 0.27083333333333331 0.023695207525848576 0.019725083009067033 3.3021828472989862e-17 -0.013129507225271102
1 14 1.0208333333333333 0.29166666666666663 0.027449206563792922 0.022507229313600392 3.8528592013515046e-17 -0.015712529064628
1 15 1.0208333333333333 0.3125 0.029135270266344934 0.023898766718820567 1.1160212826746859e-16 -0.016664720904124304
1 16 1.0208333333333333 0.33333333333333331 0.028819681772053133 0.023904939276696058 2.2251907126691529e-17 -0.016097451215018037
1 17 1.0208333333333333 0.35416666666666663 0.02707740386203273 0.022823291426879666 8.9855437856063219e-17 -0.014569940574736262
1 18 1.0208333333333333 0.375 0.024148965812333209 0.020855289045763212 4.023089819495873e-18 -0.012174952510088372
1 19 1.0208333333333333 0.39583333333333331 0.021331198923084566 0.019037315376359162 1.2172796345841404e-16 -0.0096229242310870936
1 20 1.0208333333333333 0.41666666666666663 0.018510231129547708 0.017108983944662873 -2.0927687159954666e-18 -0.0070647947493571953
1 21 1.0208333333333333 0.4375 0.016047129495658247 0.015277782738834636 2.0213736551475932e-18 -0.0049091465282054278
1 22 1.0208333333333333 0.45833333333333331 0.014483807710351966 0.014151019229024696 -4.0327941858953405e-17 -0.0030869630011103716
1 23 1.0208333333333333 0.47916666666666663 0.013368245040848549 0.013302565218808069 -7.9479901402680582e-17 -0.0013235309106815994
1 24 1.0208333333333333 0.5 0.012960021938932203 0.012960021938932203 -4.374360798035597e-18 -1.8695919005288728e-17
1 25 1.0208333333333333 0.52083333333333326 0.01336824504084839 0.013302565218807899 -3.4706729440328337e-17 0.0013235309106816957
1 26 1.0208333333333333 0.54166666666666663 0.014483807710351956 0.014151019229024682 -6.0419098001262908e-17 0.0030869630011103903
1 27 1.0208333333333333 0.5625 0.016047129495658102 0.015277782738834528 -2.9237687504644785e-18 0.004909146528205276
1 28 1.0208333333333333 0.58333333333333326 0.01851023112954792 0.017108983944663071 1.8746927118602113e-17 0.0070647947493572769
1 29 1.0208333333333333 0.60416666666666663 0.021331198923084577 0.019037315376359221 2.5174761255076388e-17 0.0096229242310870051
1 30 1.0208333333333333 0.625 0.024148965812333202 0.020855289045763267 -3.8503822127863477e-17 0.012174952510088259
1 31 1.0208333333333333 0.64583333333333326 0.027077403862032712 0.02282329142687959 7.2647461876800115e-17 0.014569940574736356
1 32 1.0208333333333333 0.66666666666666663 0.028819681772053109 0.023904939276696003 -1.3930475144972657e-17 0.016097451215018078
1 33 1.0208333333333333 0.6875 0.029135270266345104 0.023898766718820852 1.4542305242152256e-16 0.016664720904124197
1 34 1.0208333333333333 0.70833333333333326 0.027449206563792797 0.022507229313600299 4.3676513931003723e-17 0.015712529064627914
1 35 1.0208333333333333 0.72916666666666663 0.02369520752584876 0.019725083009067293 1.3413575969326519e-16 0.013129507225271043
1 36 1.0208333333333333 0.75 0.01845178483440834 0.015636129772025446 1.049497518230288e-16 0.009796928566019103
1 37 1.0208333333333333 0.77083333333333326 0.012501638324021043 0.010760915884335481 6.5101087852181628e-17 0.0063634621170309512
1 38 1.0208333333333333 0.79166666666666663 0.0069865839935833295 0.0060577299008027731 8.9635572050609457e-17 0.0034808424768028225
1 39 1.0208333333333333 0.8125 0.0026328536193457306 0.0020474081510923874 4.2138905748783724e-18 0.0016553060272174343
1 40 1.0208333333333333 0.83333333333333326 0.0019038271835339344 -0.0013196574770033946 5.7451404672447987e-17 0.0013722470944227895
1 41 1.0208333333333333 0.85416666666666663 0.0047776261620965351 -0.0041097522539747747 2.0796796023716508e-18 0.0024363185661359079
1 42 1.0208333333333333 0.875 0.007434606010551157 -0.0062672362260627716 -2.5237882546597392e-17 0.0039993895307721475
1 43 1.0208333333333333 0.89583333333333326 0.0094475198239879123 -0.0078394979067643832 1.0672845759852155e-18 0.0052723717048859002
1 44 1.0208333333333333 0.91666666666666663 0.011087077196833921 -0.0093285447642226516 -2.603761528135731e-17 0.0059917888272575919
1 45 1.0208333333333333 0.9375 0.012689815670170742 -0.011121430810680826 4.2588378675177808e-17 0.0061110717935686292
1 46 1.0208333333333333 0.95833333333333326 0.014243138260050284 -0.013217531968652588 2.950285470991621e-18 0.0053069611033580277
1 47 1.0208333333333333 0.97916666666666663 0.015234855411978736 -0.014901657746561112 1.234354046749197e-17 0.0031688193113923353
1 48 1.0208333333333333 1 0.015562370380512005 -0.015562370380512005 5.360675619042612e-17 0
2 0 1.0416666666666667 0 0.039439313105627878 -0.039439313105627878 -2.4024471206406484e-16 0
2 1 1.0416666666666667 0.020833333333333332 0.037967157348126238 -0.037959881822287288 -1.3943971308793824e-16 0.00074324231268071191
2 2 1.0416666666666667 0.041666666666666664 0.034047651890574286 -0.034042865212114214 -1.6085803359290599e-16 0.00057090052684382014
2 3 1.0416666666666667 0.0625 0.028556817714284543 -0.028533545054820246 -5.6126686062182527e-17 -0.0011526684568506803
2 4 1.0416666666666667 0.083333333333333329 0.022690084481873984 -0.022259098279838515 -3.0862569828665473e-17 -0.0044014176765070599
2 5 1.0416666666666667 0.10416666666666666 0.017646766071334485 -0.015398266500636641 -5.3699950570720847e-17 -0.0086198457962873912
2 6 1.0416666666666667 0.125 0.015654377281007895 -0.0080268788933036423 -4.9451076298532629e-18 -0.013439819317549347
2 7 1.0416666666666667 0.14583333333333331 0.018777758474921292 -0.00037060732020846024 9.3110323911058636e-18 -0.018774100872123979
2 8 1.0416666666666667 0.16666666666666666 0.025629329103532408 0.0071953171667912055 2.9332279863107928e-17 -0.024598575592225926
2 9 1.0416666666666667 0.1875 0.033706001052461576 0.014603696198340376 4.8403069944841012e-17 -0.030378060574946512
2 10 1.0416666666666667 0.20833333333333331 0.041501562433342562 0.021894686112174832 1.5814536431942671e-16 -0.035256239227376043
2 11 1.0416666666666667 0.22916666666666666 0.048330794687743109 0.028860854008196397 1.1722667450232039e-16 -0.038767471171929066
2 12 1.0416666666666667 0.25 0.053757532236575818 0.034907079817339516 1.853235652205715e-16 -0.040882368458693488
2 13 1.0416666666666667 0.27083333333333331 0.057128555106569029 0.039369156656571209 1.750452541367604e-16 -0.04139735876495805
2 14 1.0416666666666667 0.29166666666666663 0.058173276610579992 0.04219411662515829 2.2781369649374276e-16 -0.040047304950940124
2 15 1.0416666666666667 0.3125 0.056988236139797262 0.043414970993013266 1.559659748020575e-16 -0.036916112363047003
2 16 1.0416666666666667 0.33333333333333331 0.053890892400962731 0.042901452014531279 2.4693662374887596e-16 -0.032614317390020797
2 17 1.0416666666666667 0.35416666666666663 0.049555429563177676 0.041085501407169198 1.653598772092762e-16 -0.027707799864163919
2 18 1.0416666666666667 0.375 0.044395767421854443 0.038392762274550803 1.3609826111317772e-16 -0.022293047568809895
2 19 1.0416666666666667 0.39583333333333331 0.039543805476553395 0.035637059313811871 1.2923663630469229e-16 -0.017138044084181514
2 20 1.0416666666666667 0.41666666666666663 0.035325179351375115 0.032952576903199388 1.4023310725464658e-16 -0.012727763811665783
2 21 1.0416666666666667 0.4375 0.031729798653649638 0.030485186530301807 4.0443872651541958e-17 -0.0087996320840050858
2 22 1.0416666666666667 0.45833333333333331 0.029283612053482701 0.028773636699310857 1.6678226951715447e-16 -0.0054413018658174767
2 23 1.0416666666666667 0.47916666666666663 0.027639944204879426 0.027510897767047227 1.0033250934231518e-16 -0.0026677742970355757
2 24 1.0416666666666667 0.5 0.026850707532494651 0.026850707532494651 8.526757389735681e-17 -1.3994228907562482e-16
2 25 1.0416666666666667 0.52083333333333326 0.027639944204879318 0.027510897767047116 2.5881281968225602e-17 0.0026677742970356048
2 26 1.0416666666666667 0.54166666666666663 0.0292836120534825 0.02877363669931066 1.6893583914695197e-16 0.0054413018658174359
2 27 1.0416666666666667 0.5625 0.031729798653649624 0.030485186530301776 8.3889979559101237e-17 0.0087996320840051448
2 28 1.0416666666666667 0.58333333333333326 0.035325179351375052 0.032952576903199284 1.0445501421856942e-16 0.012727763811665863
2 29 1.0416666666666667 0.60416666666666663 0.039543805476553333 0.035637059313811885 1.4947957202828841e-16 0.017138044084181344
2 30 1.0416666666666667 0.625 0.044395767421854346 0.038392762274550747 5.6267539641896419e-17 0.022293047568809794
2 31 1.0416666666666667 0.64583333333333326 0.049555429563177565 0.041085501407169094 9.8211409178899806e-17 0.027707799864163867
2 32 1.0416666666666667 0.66666666666666663 0.053890892400962682 0.042901452014531265 1.8407753428806432e-16 0.032614317390020735
2 33 1.0416666666666667 0.6875 0.056988236139797359 0.043414970993013349 1.2715694620679375e-16 0.036916112363047052
2 34 1.0416666666666667 0.70833333333333326 0.058173276610580145 0.04219411662515845 1.8849181947019584e-16 0.04004730495094018
2 35 1.0416666666666667 0.72916666666666663 0.057128555106569015 0.039369156656571251 1.7210063175276012e-16 0.041397358764957988
2 36 1.0416666666666667 0.75 0.053757532236575888 0.034907079817339717 2.0975324658200753e-16 0.040882368458693412
2 37 1.0416666666666667 0.77083333333333326 0.048330794687743019 0.028860854008196359 6.6380997240676915e-17 0.03876747117192899
2 38 1.0416666666666667 0.79166666666666663 0.04150156243334243 0.021894686112174842 1.678138597413672e-16 0.035256239227375877
2 39 1.0416666666666667 0.8125 0.033706001052461715 0.014603696198340451 1.0130367720042059e-16 0.030378060574946634
2 40 1.0416666666666667 0.83333333333333326 0.025629329103532533 0.0071953171667911752 9.463733891684479e-17 0.024598575592226064
2 41 1.0416666666666667 0.85416666666666663 0.018777758474921264 -0.00037060732020836992 4.3284075547593952e-17 0.018774100872123951
2 42 1.0416666666666667 0.875 0.015654377281007902 -0.0080268788933037134 1.0325418002147946e-17 0.013439819317549312
2 43 1.0416666666666667 0.89583333333333326 0.017646766071334256 -0.015398266500636438 -5.5863714252884942e-17 0.0086198457962872836
2 44 1.0416666666666667 0.91666666666666663 0.022690084481874095 -0.022259098279838629 -1.1962944562123332e-16 0.004401417676507046
2 45 1.0416666666666667 0.9375 0.028556817714284522 -0.028533545054820225 -9.7367368282677577e-17 0.0011526684568506957
2 46 1.0416666666666667 0.95833333333333326 0.03404765189057414 -0.034042865212114075 -1.4314306665226484e-16 -0.00057090052684373232
2 47 1.0416666666666667 0.97916666666666663 0.037967157348126425 -0.037959881822287482 -1.2847274770268723e-16 -0.000743242312680601
2 48 1.0416666666666667 1 0.039439313105627698 -0.039439313105627698 -2.1257960329868572e-16 0
3 0 1.0625 0 0.053951317008619083 -0.053951317008619083 -1.9772667660731769e-16 0
3 1 1.0625 0.020833333333333332 0.052350121559295047 -0.052146356244461838 -1.6580025322777268e-16 -0.004614407621639385
3 2 1.0625 0.041666666666666664 0.048192038056187478 -0.047144080927133521 -1.880432708468192e-16 -0.0099954072225651586
3 3 1.0625 0.0625 0.043023802843047992 -0.039817885283734353 -1.2384489408458462e-16 -0.016296736563153846
3 4 1.0625 0.083333333333333329 0.038668402649276214 -0.031110553618026206 -1.309731637397565e-16 -0.022964729848758688
