t pf sf rp rs energy modified
0.046875 0.3754687992943735 0.3176557068079477 0.23371922876690931 0.1533707174120586 0.002884606127090325 0.0028824899214402056
0.096875 0.4844792004868112 0.38330020210823684 0.18601589902984697 0.23336098605745692 0.00288405815372453 0.0028824899214401675
0.146875 0.5834576250945286 0.43882442687130957 0.27683686547115927 0.17210230782496816 0.0028839252562980057 0.0028824899214400885
0.19687500000000002 0.6840738576960677 0.49040658854397945 0.3627679712423873 0.190601502017564 0.002883874478092797 0.0028824899214401475
0.246875 0.7801757010996403 0.5440372804321425 0.44912888909746884 0.26327721584261 0.0028840035043193424 0.0028824899214400465
0.296875 0.8762739950534592 0.5907706174900922 0.535561011435118 0.28081012308578723 0.002883960696317914 0.002882489921439938
0.34687500000000004 0.971512606345992 0.6440998767772038 0.6230954455428361 0.32897221987389424 0.002883976140242862 0.0028824899214395863
0.39687500000000003 1.0666362027610825 0.6918070672136069 0.7109293961342638 0.3676392222788995 0.002883971326149784 0.002882489921439966
0.446875 1.1602010655041841 0.7366525032102188 0.7991031412093573 0.4110732283104495 0.002883972357761683 0.002882489921439882
0.496875 1.2534040841857441 0.7876205546252812 0.8874425988879507 0.45454620094331133 0.002883973075049598 0.002882489921439051
0.546875 1.3457493094224302 0.8351847407422376 0.9758679939833027 0.49738698039025275 0.0028839723106053984 0.002882489921439659
0.596875 1.438966621120969 0.8820397085265735 1.0643567452268021 0.5413768832608831 0.0028839725724867276 0.002882489921439602
0.6468750000000001 1.531114963551008 0.9287083834134544 1.153035348672586 0.5850807636255536 0.002883972422073856 0.002882489921439067
0.696875 1.6235879898704322 0.9766312490256089 1.2417551726757112 0.6291218287169296 0.0028839724788922404 0.0028824899214396947
0.7468750000000001 1.7157766353042183 1.0229590962008213 1.3307106139242286 0.6730442135984802 0.0028839724756734887 0.0028824899214391422
0.796875 1.8097726813085586 1.0701753547896675 1.4196245514160386 0.7172562697743178 0.002883972564244914 0.0028824899214394597
